,shortages,mismatches,youngblood,FIFO,usability,substitution,today,antibodies A,antibodies B,antibodies D,antibodies C,antibodies c,antibodies E,antibodies e,antibodies K,antibodies Fya,antibodies Fyb,antibodies Jka,antibodies Jkb,antibodies M,antibodies N,antibodies S,total_antibodies,max_antibodies_pp,alloimm_patients,total_shortages,total_outdates,total_alloimm_risk,issuing_age_SCD
123,10.0,0.239,0.255,0.709,0.447,0.131,0.325,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,11,1,11,74.0,0.0,196.811088,0.9060041407867495
124,10.0,0.385,0.461,0.813,0.909,0.879,0.321,0,0,0,0,0,0,0,0,0,2,0,0,9,1,2,14,2,12,0.0,0.0,193.71227399999998,0.908284620036283
125,10.0,0.855,0.473,0.333,0.053,0.083,0.541,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,11,1,11,53.0,0.0,111.29249399999999,0.8995230524642289
126,10.0,0.425,0.769,0.921,0.439,0.997,0.495,0,0,0,0,0,0,0,0,2,0,0,0,11,1,5,19,2,17,5.0,0.0,182.27675399999998,0.9005079175380938
127,10.0,0.115,0.475,0.569,0.035,0.063,0.429,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,9,2,8,26.0,0.0,158.264736,0.9250932553684847
128,10.0,0.571,0.949,0.703,0.733,0.365,0.299,0,0,0,0,0,0,0,0,2,0,0,0,5,1,2,10,1,10,68.0,0.0,182.724881,0.9144084262194498
129,10.0,0.245,0.745,0.305,0.349,0.753,0.761,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,6,2,5,33.0,0.0,199.292568,0.8983175604626709
130,10.0,0.877,0.231,0.593,0.983,0.845,0.217,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,14,1,14,6.0,0.0,176.20628100000002,0.8756653610525259
131,10.0,0.669,0.869,0.135,0.521,0.865,0.477,0,0,0,0,0,0,0,0,2,0,0,0,9,1,2,14,2,11,3.0,0.0,177.35229999999996,0.9015997585270148
132,10.0,0.681,0.813,0.855,0.281,0.933,0.797,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,10,1,10,0.0,0.0,166.978365,0.9
133,10.0,0.921,0.111,0.493,0.305,0.433,0.215,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,10,2,8,95.0,0.0,154.45959799999997,0.8699748743718593
134,10.0,0.059,0.199,0.847,0.243,0.815,0.981,0,0,0,0,0,0,0,0,1,0,1,0,5,1,3,11,2,8,87.0,0.0,208.801945,0.9393663326247595
135,10.0,0.437,0.777,0.811,0.691,0.907,0.079,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,1,5,28.0,0.0,174.05410599999996,0.8935738684884714
136,10.0,0.789,0.149,0.461,0.277,0.995,0.799,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,7,1,7,37.0,0.0,158.398507,0.8766475500553376
137,10.0,0.513,0.657,0.357,0.049,0.197,0.867,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,7,2,6,79.0,0.0,132.82616199999998,0.8915851272015656
138,10.0,0.517,0.871,0.145,0.627,0.009,0.323,0,0,0,0,0,0,0,0,2,0,2,0,6,0,4,14,3,11,27.0,0.0,205.14542999999998,0.9088667420117127
139,10.0,0.449,0.207,0.795,0.361,0.033,0.029,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,13,2,12,241.0,0.0,174.29471,0.8739662933110017
140,10.0,0.503,0.345,0.387,0.575,0.317,0.491,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,13,2,12,31.0,0.0,186.52592600000003,0.9003130996869003
141,10.0,0.989,0.327,0.585,0.773,0.405,0.657,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,11,2,10,91.0,0.0,181.016761,0.8947368421052632
142,10.0,0.279,0.357,0.563,0.137,0.085,0.855,0,0,0,0,0,0,0,0,0,1,0,0,14,1,2,18,2,17,0.0,0.0,178.787156,0.8719236564540432
143,10.0,0.751,0.089,0.741,0.603,0.987,0.411,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,10,1,10,2.0,0.0,176.56982299999999,0.8949711626024487
144,10.0,0.023,0.517,0.183,0.637,0.839,0.979,0,0,0,0,0,0,0,0,5,1,1,0,8,0,6,21,2,19,1.0,0.0,217.03149799999997,0.92930501545518
145,10.0,0.383,0.675,0.841,0.721,0.313,0.953,0,0,0,0,0,0,0,0,1,0,0,1,5,2,2,11,1,11,44.0,0.0,201.260036,0.9202640402347024
146,10.0,0.295,0.653,0.539,0.667,0.155,0.195,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,9,2,8,0.0,0.0,191.30823100000003,0.8963505093462566
147,10.0,0.591,0.537,0.849,0.241,0.259,0.023,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,12,2,10,58.0,0.0,149.04598299999998,0.8745961227786753
148,10.0,0.003,0.545,0.619,0.607,0.145,0.703,0,0,0,0,0,0,0,0,3,0,0,2,7,3,3,18,2,15,56.0,0.0,241.19871700000002,0.9404724409448819
149,10.0,0.747,0.289,0.187,0.513,0.959,0.655,0,0,0,0,0,0,0,0,2,0,0,0,10,2,4,18,1,18,6.0,0.0,175.34943399999997,0.8759889037295798
150,10.0,0.117,0.263,0.395,0.815,0.657,0.605,0,0,0,0,0,0,0,0,2,0,1,0,6,3,3,15,2,12,65.0,0.0,204.56712000000002,0.9460632362058277
151,10.0,0.871,0.187,0.571,0.291,0.785,0.531,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,11,2,10,0.0,0.0,167.03524600000003,0.8527123742350379
152,10.0,0.801,0.039,0.413,0.113,0.775,0.535,0,0,0,0,0,0,0,0,2,0,1,0,8,1,0,12,2,11,17.0,0.0,139.29419299999998,0.8581221437474034
153,10.0,0.975,0.205,0.499,0.563,0.737,0.077,0,0,0,0,0,0,0,0,0,1,0,0,6,2,1,10,1,10,1.0,0.0,149.342266,0.8780920571965348
154,10.0,0.765,0.219,0.213,0.517,0.581,0.041,0,0,0,0,0,0,0,0,1,0,0,0,7,2,2,12,1,12,201.0,0.0,152.420433,0.8842907144327774
155,10.0,0.479,0.739,0.835,0.661,0.913,0.381,0,0,0,0,0,0,0,0,0,3,1,0,8,0,3,15,2,14,13.0,0.0,185.108865,0.9037755102040816
156,10.0,0.053,0.797,0.179,0.165,0.965,0.385,0,0,0,0,0,0,0,0,1,0,2,0,7,0,2,12,2,11,0.0,0.0,186.36238599999996,0.9143262698975971
157,10.0,0.509,0.595,0.225,0.385,0.397,0.857,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,10,1,10,0.0,0.0,180.131215,0.9022616319617416
158,10.0,0.803,0.991,0.625,0.239,0.647,0.397,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,8,2,7,2.0,0.0,160.636633,0.876207290476685
159,10.0,0.163,0.437,0.999,0.289,0.191,0.021,0,0,0,0,0,0,0,0,1,1,2,0,8,1,1,14,2,13,243.0,0.0,163.239217,0.8730256410256411
160,10.0,0.645,0.519,0.353,0.827,0.917,0.427,0,0,0,0,0,0,0,0,0,3,0,1,6,2,5,17,2,15,24.0,0.0,184.002642,0.8922986131602243
161,10.0,0.597,0.337,0.773,0.651,0.501,0.315,0,0,0,0,0,0,0,0,3,0,1,0,9,1,2,16,2,14,11.0,0.0,183.767878,0.9019242096995876
162,10.0,0.637,0.623,0.157,0.411,0.759,0.253,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,6,1,6,11.0,0.0,159.88049399999997,0.8926045665791069
163,10.0,0.399,0.251,0.281,0.761,0.749,0.671,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,7,1,7,0.0,0.0,199.38111900000004,0.9222043766311986
164,10.0,0.275,0.169,0.219,0.373,0.323,0.851,0,0,0,0,0,0,0,0,1,0,0,0,8,0,3,12,1,12,85.0,0.0,200.37878199999997,0.9047474440732868
165,10.0,0.991,0.807,0.237,0.625,0.563,0.631,0,0,0,0,0,0,0,0,0,0,1,0,10,1,3,15,2,14,24.0,0.0,176.34158699999995,0.8966
166,10.0,0.081,0.581,0.903,0.921,0.499,0.949,0,0,0,0,0,0,0,0,4,0,1,0,8,0,0,13,2,12,46.0,0.0,210.495581,0.9337802153158643
167,10.0,0.961,0.435,0.447,0.843,0.973,0.697,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,9,1,9,39.0,0.0,181.333145,0.8814060112073357
168,10.0,0.775,0.371,0.893,0.359,0.039,0.913,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,12,1,12,35.0,0.0,192.412987,0.8762793497892836
169,10.0,0.487,0.233,0.011,0.117,0.187,0.571,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,12,2,11,77.0,0.0,152.850017,0.9124
170,10.0,0.757,0.309,0.465,0.161,0.505,0.363,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,7,1,7,34.0,0.0,146.03900399999998,0.8358086653692512
171,10.0,0.085,0.805,0.159,0.993,0.029,0.705,0,0,0,0,0,0,0,0,0,1,0,1,9,2,2,15,2,14,32.0,0.0,204.459397,0.9154097669022255
172,10.0,0.365,0.723,0.737,0.229,0.245,0.263,0,0,0,0,0,0,0,0,1,0,0,0,7,3,2,13,2,12,26.0,0.0,172.42554599999997,0.8324525955859496
173,10.0,0.469,0.225,0.981,0.529,0.985,0.311,0,0,0,0,0,0,0,0,2,0,0,1,9,1,1,14,2,13,15.0,0.0,179.141254,0.8572009350543754
174,10.0,0.481,0.155,0.143,0.259,0.921,0.637,0,0,0,0,0,0,0,0,1,2,0,0,9,0,2,14,2,12,39.0,0.0,164.418322,0.882227415913017
175,10.0,0.441,0.463,0.299,0.405,0.113,0.227,0,0,0,0,0,0,0,0,2,0,1,1,8,1,0,13,2,11,2.0,0.0,187.17545099999998,0.8747675139491631
176,10.0,0.531,0.087,0.171,0.653,0.667,0.529,0,0,0,0,0,0,0,0,1,1,2,1,6,1,2,14,2,11,3.0,0.0,183.851817,0.8793015419176963
177,10.0,0.263,0.663,0.215,0.171,0.521,0.937,0,0,0,0,0,0,0,0,2,0,0,0,9,1,1,13,2,12,120.0,0.0,181.819975,0.8980557555807016
178,10.0,0.559,0.285,0.601,0.251,0.209,0.815,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,13,2,9,12.0,0.0,173.252734,0.8935051546391752
179,10.0,0.715,0.413,0.509,0.713,0.357,0.821,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,12,2,11,2.0,0.0,192.633602,0.8940111567203453
180,10.0,0.837,0.109,0.209,0.459,0.119,0.125,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,10,2,9,1.0,0.0,165.73419599999997,0.8747749549909982
181,10.0,0.359,0.333,0.695,0.231,0.639,0.591,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,10,1,10,0.0,0.0,177.247216,0.8906945450781493
182,10.0,0.811,0.919,0.009,0.599,0.383,0.257,0,0,0,0,0,0,0,0,0,0,0,1,10,3,4,18,2,17,45.0,0.0,176.53421400000002,0.9249316178705298
183,10.0,0.475,0.687,0.077,0.647,0.517,0.587,0,0,0,0,0,0,0,0,1,0,0,1,5,1,3,11,2,9,2.0,0.0,189.60270900000003,0.9133441822620016
184,10.0,0.429,0.895,0.295,0.697,0.867,0.129,0,0,0,0,0,0,0,0,1,0,1,1,11,0,4,18,2,15,172.0,0.0,168.621571,0.8913327307421914
185,10.0,0.265,0.815,0.379,0.127,0.219,0.351,0,0,0,0,0,0,0,0,0,1,0,0,12,1,1,15,1,15,0.0,0.0,174.019269,0.8833629366489046
186,10.0,0.581,0.491,0.599,0.639,0.489,0.887,0,0,0,0,0,0,0,0,1,0,1,0,8,2,3,15,2,14,13.0,0.0,191.93497200000002,0.8951439201096534
187,10.0,0.181,0.957,0.029,0.595,0.903,0.293,0,0,0,0,0,0,0,0,2,0,0,0,10,2,2,16,2,14,13.0,0.0,194.640927,0.9033472377657951
188,10.0,0.093,0.585,0.155,0.157,0.199,0.503,0,0,0,0,0,0,0,0,4,1,0,0,10,1,1,17,2,15,1.0,0.0,200.631395,0.9043724124002828
189,10.0,0.131,0.269,0.627,0.869,0.437,0.055,0,0,0,0,0,0,0,0,1,1,2,0,6,1,1,12,2,11,456.0,0.0,187.29822699999997,0.8890979524073049
190,10.0,0.017,0.031,0.337,0.853,0.553,0.731,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,10,1,10,0.0,0.0,228.42664699999997,0.9427985648385443
191,10.0,0.767,0.127,0.541,0.801,0.081,0.279,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,14,2,13,16.0,0.0,194.83426899999998,0.9074690051406108
192,10.0,0.219,0.061,0.507,0.209,0.601,0.283,0,0,0,0,0,0,0,0,4,0,0,0,7,2,3,16,2,14,17.0,0.0,176.64762599999997,0.8614085667215815
193,10.0,0.325,0.525,0.221,0.217,0.117,0.757,0,0,0,0,0,0,0,0,3,0,0,0,8,2,0,13,2,11,57.0,0.0,189.85192400000003,0.8852390852390852
194,10.0,0.111,0.157,0.645,0.363,0.721,0.095,0,0,0,0,0,0,0,0,1,1,0,0,8,1,1,12,2,11,4.0,0.0,182.01325599999996,0.8631051752921536
195,10.0,0.725,0.825,0.653,0.949,0.597,0.803,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,10,1,10,203.0,0.0,189.179925,0.8956629748473243
196,10.0,0.875,0.103,0.503,0.621,0.301,0.633,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,10,1,10,0.0,0.0,179.603554,0.906204606764889
197,10.0,0.007,0.833,0.745,0.125,0.377,0.329,0,0,0,0,0,0,0,0,1,2,2,0,8,1,4,18,2,16,4.0,0.0,205.568754,0.8838524000411142
198,10.0,0.635,0.887,0.529,0.483,0.203,0.339,0,0,0,0,0,0,0,0,2,0,0,0,6,2,4,14,2,13,26.0,0.0,182.17045599999997,0.882970976802247
199,10.0,0.935,0.093,0.117,0.493,0.227,0.357,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,9,1,9,1.0,0.0,174.83754799999997,0.8713329902213073
200,10.0,0.461,0.355,0.865,0.073,0.761,0.973,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,12,1,12,24.0,0.0,143.98668399999997,0.8738999896469614
201,10.0,0.543,0.717,0.003,0.093,0.099,0.675,0,0,0,0,0,0,0,0,0,1,2,0,10,2,0,15,2,14,45.0,1.0,144.55005699999998,0.9398978371916096
202,10.0,0.369,0.325,0.817,0.559,0.291,0.613,0,0,0,0,0,0,0,0,1,0,1,0,8,0,4,14,2,12,0.0,0.0,198.53599,0.9171152869476892
203,10.0,0.083,0.315,0.613,0.793,0.101,0.781,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,11,1,11,61.0,0.0,207.264271,0.9115952655284383
204,10.0,0.723,0.181,0.103,0.805,0.413,0.825,0,0,0,0,0,0,0,0,0,0,2,0,8,0,4,14,2,13,20.0,0.0,187.56616800000003,0.9018836679776444
205,10.0,0.113,0.049,0.359,0.335,0.859,0.917,0,0,0,0,0,0,0,0,3,0,3,1,9,0,6,22,3,16,18.0,0.0,196.53861799999999,0.9226787789162354
206,10.0,0.579,0.515,0.423,0.043,0.395,0.199,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,9,1,9,0.0,0.0,122.45666199999998,0.9030678525032477
207,10.0,0.031,0.559,0.829,0.485,0.873,0.831,0,0,0,0,0,0,0,0,2,2,1,1,8,2,3,19,2,17,10.0,0.0,218.35580099999999,0.9413022351797862
208,10.0,0.887,0.321,0.869,0.825,0.491,0.719,0,0,0,0,0,0,0,0,0,0,1,0,12,2,3,18,2,16,220.0,0.0,182.01217799999998,0.8857982575837094
209,10.0,0.769,0.647,0.639,0.753,0.015,0.805,0,0,0,0,0,0,0,0,3,0,1,1,14,2,0,21,2,17,167.0,0.0,209.591718,0.899172234965593
210,10.0,0.699,0.509,0.577,0.963,0.695,0.413,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,9,1,9,49.0,0.0,187.98656700000004,0.8861813695249846
211,10.0,0.615,0.293,0.453,0.885,0.707,0.043,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,13,2,11,805.0,0.0,162.51501899999997,0.8854649283482383
212,10.0,0.741,0.489,0.975,0.879,0.599,0.175,0,0,0,0,0,0,0,0,1,0,1,0,8,0,1,11,2,9,17.0,0.0,170.55016499999996,0.8625026646770412
213,10.0,0.277,0.627,0.351,0.693,0.019,0.369,0,0,0,0,0,0,0,0,1,0,1,0,5,3,1,11,1,11,10.0,0.0,206.538439,0.9171460288626501
214,10.0,0.733,0.007,0.547,0.705,0.229,0.517,0,0,0,0,0,0,0,0,1,0,0,2,8,1,1,13,2,12,8.0,0.0,189.50811100000004,0.8992459153749476
215,10.0,0.573,0.237,0.635,0.775,0.053,0.873,0,0,0,0,0,0,0,0,3,1,1,0,5,2,5,17,3,13,133.0,0.0,199.431438,0.8927608587119321
216,10.0,0.917,0.083,0.991,0.455,0.641,0.337,0,0,0,0,0,0,0,0,1,0,0,0,10,2,1,14,2,13,40.0,0.0,167.720162,0.8676264747050589
217,10.0,0.387,0.979,0.787,0.329,0.213,0.165,0,0,0,0,0,0,0,0,3,0,0,0,7,2,1,13,2,12,0.0,0.0,179.90975500000002,0.8803911477097273
218,10.0,0.663,0.963,0.309,0.367,0.571,0.423,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,9,1,9,16.0,0.0,166.323245,0.886749948801966
219,10.0,0.761,0.695,0.067,0.891,0.239,0.415,0,0,0,0,0,0,0,0,1,0,0,0,10,1,3,15,2,14,105.0,0.0,184.716371,0.8991195502280683
220,10.0,0.201,0.389,0.863,0.769,0.243,0.551,0,0,0,0,0,0,0,0,1,2,0,0,5,1,1,10,1,10,10.0,0.0,198.16511699999998,0.9217551396133783
221,10.0,0.959,0.629,0.889,0.055,0.261,0.171,0,0,0,0,0,0,0,0,2,1,1,0,10,0,0,14,2,10,83.0,0.0,111.51012600000001,0.9444805194805195
222,10.0,0.639,0.297,0.061,0.237,0.623,0.583,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,11,1,11,47.0,0.0,154.54352599999999,0.8785611805697889
223,10.0,0.753,0.593,0.235,0.389,0.527,0.575,0,0,0,0,0,0,0,0,1,0,1,0,9,0,3,14,1,14,61.0,0.0,164.64541300000002,0.8525835866261399
224,10.0,0.321,0.197,0.545,0.659,0.579,0.391,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,8,1,8,27.0,0.0,188.30169,0.8992988517427091
225,10.0,0.185,0.683,0.707,0.013,0.703,0.161,0,0,0,0,0,0,0,0,2,0,0,0,7,1,1,11,2,10,8.0,0.0,132.60441899999998,0.9143058776086299
226,10.0,0.377,0.941,0.397,0.071,0.031,0.895,0,0,0,0,0,0,0,0,0,0,1,0,14,1,1,17,2,15,5.0,0.0,159.448577,0.876544450025113
227,10.0,0.815,0.035,0.175,0.623,0.273,0.261,0,0,0,0,0,0,0,0,1,0,0,0,8,2,2,13,2,11,12.0,0.0,166.167076,0.9023185483870968
228,10.0,0.167,0.401,0.369,0.271,0.659,0.167,0,0,0,0,0,0,0,0,3,0,2,0,6,2,0,13,2,11,3.0,0.0,180.75481999999997,0.8699949057564952
229,10.0,0.177,0.903,0.431,0.663,0.075,0.207,0,0,0,0,0,0,0,0,2,0,1,0,8,1,4,16,2,15,2.0,0.0,204.649043,0.9334204968319421
230,10.0,0.207,0.727,0.945,0.275,0.539,0.651,0,0,0,0,0,0,0,0,0,1,1,0,6,2,1,11,1,11,3.0,0.0,185.375601,0.8763058921855411
231,10.0,0.649,0.249,0.049,0.201,0.795,0.071,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,7,2,6,61.0,0.0,152.96091399999997,0.8639610725748007
232,10.0,0.577,0.709,0.877,0.227,0.575,0.151,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,10,1,10,3.0,0.0,152.31331899999998,0.8581182849683703
233,10.0,0.913,0.423,0.005,0.569,0.023,0.897,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,10,1,10,81.0,1.0,197.94161,0.9496907216494845
234,10.0,0.505,0.809,0.927,0.391,0.477,0.555,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,13,2,11,16.0,0.0,184.177637,0.9003507324118011
235,10.0,0.231,0.257,0.473,0.215,0.999,0.997,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,8,1,8,35.0,0.0,186.066121,0.9001998001998002
236,10.0,0.105,0.911,0.375,0.343,0.823,0.801,0,0,0,0,0,0,0,0,2,0,1,0,12,1,1,17,2,16,16.0,0.0,190.097299,0.9063355494720375
237,10.0,0.809,0.827,0.167,0.393,0.789,0.367,0,0,0,0,0,0,0,0,1,0,0,1,8,1,6,17,2,16,104.0,0.0,159.77143,0.8833298516816378
238,10.0,0.693,0.395,0.119,0.709,0.411,0.463,0,0,0,0,0,0,0,0,0,2,1,1,5,3,1,13,2,12,5.0,0.0,181.79241999999996,0.8911180773249738
239,10.0,0.779,0.583,0.519,0.357,0.105,0.537,0,0,0,0,0,0,0,0,3,0,0,0,7,3,1,14,2,12,17.0,0.0,181.02332499999997,0.885381398127863
240,10.0,0.187,0.689,0.115,0.503,0.715,0.401,0,0,0,0,0,0,0,0,1,0,0,1,6,0,2,10,1,10,0.0,0.0,192.03826399999997,0.9056047197640118
241,10.0,0.605,0.351,0.245,0.859,0.147,0.259,0,0,0,0,0,0,0,0,2,1,1,0,9,1,4,18,2,16,41.0,0.0,190.775214,0.9026689155670206
242,10.0,0.927,0.971,0.573,0.397,0.281,0.835,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,11,2,10,0.0,0.0,178.88288999999995,0.8567215781980883
243,10.0,0.647,0.611,0.595,0.849,0.871,0.525,0,0,0,0,0,0,0,0,2,1,1,0,7,1,3,15,1,15,28.0,0.0,186.74599600000002,0.8920012449424214
244,10.0,0.729,0.209,0.711,0.997,0.671,0.669,0,0,0,0,0,0,0,0,2,0,0,0,6,1,2,11,2,10,42.0,0.0,188.471336,0.9078865011475068
245,10.0,0.411,0.403,0.763,0.747,0.287,0.009,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,8,1,8,4201.0,0.0,145.089466,0.866957962935061
246,10.0,0.839,0.735,0.093,0.961,0.709,0.741,0,0,0,0,0,0,0,0,0,0,2,0,7,1,1,11,2,10,14.0,0.0,193.57233699999995,0.9128971592596259
247,10.0,0.933,0.529,0.021,0.833,0.361,0.585,0,0,0,0,0,0,0,0,1,0,1,0,10,0,4,16,2,14,27.0,0.0,180.530456,0.9180894521839321
248,10.0,0.049,0.221,0.615,0.107,0.453,0.243,0,0,0,0,0,0,0,0,2,1,2,0,6,3,4,18,2,13,6.0,0.0,183.98792999999998,0.8562268309788599
