,shortages,mismatches,youngblood,FIFO,usability,substitution,today,antibodies A,antibodies B,antibodies D,antibodies C,antibodies c,antibodies E,antibodies e,antibodies K,antibodies Fya,antibodies Fyb,antibodies Jka,antibodies Jkb,antibodies M,antibodies N,antibodies S,total_antibodies,max_antibodies_pp,alloimm_patients,total_shortages,total_outdates,total_alloimm_risk,issuing_age_SCD
374,10.0,0.229,0.013,0.623,0.179,0.567,0.931,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,1,8,0.0,0.0,184.62448600000002,0.8899156287665729
375,10.0,0.471,0.613,0.249,0.763,0.013,0.849,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,8,1,8,30.0,0.0,216.97623899999996,0.9186743819042609
376,10.0,0.247,0.505,0.109,0.925,0.431,0.565,0,0,0,0,0,0,0,0,1,1,1,0,7,1,3,14,2,13,143.0,0.0,189.741882,0.9101123595505618
377,10.0,0.473,0.749,0.683,0.463,0.799,0.147,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,7,2,6,2.0,0.0,175.15978299999998,0.9001683668416361
378,10.0,0.191,0.789,0.057,0.301,0.429,0.893,0,0,0,0,0,0,0,0,2,1,1,0,9,2,3,18,2,17,15.0,0.0,184.697839,0.9018493646037814
379,10.0,0.255,0.579,0.125,0.951,0.635,0.611,0,0,0,0,0,0,0,0,2,1,1,1,6,1,1,13,2,11,9.0,0.0,198.66053499999995,0.9144069550817636
380,10.0,0.233,0.119,0.421,0.479,0.603,0.441,0,0,0,0,0,0,0,0,4,0,0,0,15,4,7,30,4,19,0.0,0.0,188.13710999999995,0.9008082292432035
381,10.0,0.793,0.513,0.105,0.115,0.963,0.047,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,23,3,16,2.0,0.0,128.74372699999998,0.8973622087652674
382,10.0,0.065,0.665,0.133,0.727,0.915,0.763,0,0,0,0,0,0,0,0,9,0,1,0,8,6,15,39,5,16,32.0,0.0,212.009498,0.9287272006344172
383,10.0,0.251,0.499,0.099,0.547,0.731,0.099,0,0,0,0,0,0,0,0,1,7,0,0,6,1,0,15,3,8,8.0,0.0,181.620959,0.8873068767040291
384,10.0,0.993,0.785,0.393,0.777,0.175,0.783,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,6,3,4,23.0,0.0,195.50970900000002,0.8990457056755399
385,10.0,0.091,0.573,0.017,0.579,0.469,0.255,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3,9,2,8,2.0,0.0,201.227123,0.9356415478615071
386,10.0,0.355,0.145,0.291,0.791,0.519,0.013,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,8,1,8,3882.0,0.0,164.37096400000001,0.9076047292366078
387,10.0,0.493,0.385,0.079,0.941,0.619,0.969,0,0,0,0,0,0,0,0,1,0,1,0,10,0,3,15,2,14,63.0,0.0,188.079797,0.9240811407913235
388,10.0,0.799,0.569,0.199,0.765,0.465,0.345,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,13,2,12,0.0,0.0,178.40768699999998,0.8883615352868345
389,10.0,0.335,0.253,0.241,0.741,0.875,0.093,0,0,0,0,0,0,0,0,1,0,1,1,7,2,2,14,2,11,0.0,0.0,184.60261,0.8778225806451613
390,10.0,0.787,0.811,0.977,0.001,0.481,0.033,0,0,0,0,0,0,0,0,2,0,0,1,7,1,1,12,2,11,90.0,0.0,102.79573900000001,0.8894704433497537
391,10.0,0.389,0.239,0.293,0.313,0.167,0.185,0,0,0,0,0,0,0,0,1,1,0,0,8,1,6,17,2,14,1.0,0.0,176.58569000000003,0.8919311346193736
392,10.0,0.339,0.923,0.719,0.665,0.923,0.343,0,0,0,0,0,0,0,0,1,1,0,0,14,1,14,31,5,16,0.0,0.0,196.57376299999999,0.9273321085935905
393,10.0,0.953,0.541,0.527,0.185,0.627,0.097,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,14,3,12,0.0,0.0,143.403191,0.8856185933218309
394,10.0,0.695,0.875,0.113,0.819,0.953,0.089,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,13,4,10,2.0,0.0,170.961993,0.8894633440181987
395,10.0,0.101,0.361,0.047,0.415,0.115,0.301,0,0,0,0,0,0,0,0,1,7,1,11,14,1,17,52,7,17,26.0,0.0,189.073825,0.9060883406287306
396,10.0,0.697,0.471,0.051,0.009,0.835,0.449,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,17,3,10,94.0,0.0,97.64080599999998,0.897465080186239
397,10.0,0.155,0.897,0.871,0.075,0.929,0.891,0,0,0,0,0,0,0,0,7,0,0,0,10,1,7,25,3,10,32.0,0.0,165.296648,0.8138046784852617
398,10.0,0.677,0.567,0.063,0.953,0.869,0.659,0,0,0,0,0,0,0,0,1,0,1,1,14,0,1,18,4,14,25.0,0.0,187.56761800000004,0.9101146393425992
399,10.0,0.549,0.347,0.831,0.989,0.157,0.635,0,0,0,0,0,0,0,0,7,0,0,0,14,0,4,25,3,16,1.0,0.0,200.929799,0.9122521606507371
400,10.0,0.861,0.063,0.727,0.641,0.369,0.879,0,0,0,0,0,0,0,0,1,0,0,0,17,9,4,31,4,18,0.0,0.0,191.486195,0.8830024311183144
401,10.0,0.763,0.173,0.449,0.017,0.471,0.627,0,0,0,0,0,0,0,0,0,6,1,0,12,1,1,21,3,12,27.0,0.0,100.237728,0.956861133935908
402,10.0,0.381,0.523,0.139,0.711,0.257,0.403,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,25.0,0.0,196.02625,0.8912374307408167
403,10.0,0.827,0.123,0.071,0.587,0.549,0.247,0,0,0,0,0,0,0,0,5,0,1,0,9,8,1,24,5,10,33.0,0.0,179.81715799999998,0.9024390243902439
404,10.0,0.009,0.553,0.301,0.095,0.325,0.469,0,0,0,0,0,0,0,0,6,0,0,0,8,1,1,16,4,8,19.0,0.0,199.87916099999995,0.9265397994679763
405,10.0,0.001,0.659,0.261,0.295,0.771,0.383,0,0,0,0,0,0,0,0,14,1,8,4,17,6,10,60,7,17,59.0,0.0,215.663103,0.9353730877302529
406,10.0,0.345,0.527,0.659,0.319,0.125,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7902.0,0.0,116.93233699999999,0.7873693133653574
407,10.0,0.643,0.291,0.881,0.985,0.035,0.933,0,0,0,0,0,0,0,0,0,1,1,0,7,1,4,14,5,9,26.0,0.0,209.671869,0.8892239646160032
408,10.0,0.099,0.189,0.647,0.263,0.967,0.787,0,0,0,0,0,0,0,0,0,1,5,0,15,5,1,27,5,16,35.0,0.0,191.63599199999996,0.8942194678918688
409,10.0,0.123,0.495,0.349,0.473,0.091,0.509,0,0,0,0,0,0,0,0,1,0,1,0,13,8,1,24,5,14,10.0,0.0,204.64809299999996,0.9167165967645297
410,10.0,0.613,0.879,0.895,0.151,0.665,0.577,0,0,0,0,0,0,0,0,1,0,1,0,8,0,1,11,4,8,10.0,0.0,153.898751,0.8639306703854965
411,10.0,0.307,0.457,0.055,0.499,0.399,0.883,0,0,0,0,0,0,0,0,6,0,0,0,6,1,0,13,3,7,20.0,0.0,184.13023999999996,0.8921648643134055
412,10.0,0.299,0.955,0.367,0.837,0.897,0.295,0,0,0,0,0,0,0,0,1,1,0,0,10,0,3,15,3,10,0.0,0.0,193.61855099999997,0.9037219317133189
413,10.0,0.397,0.033,0.681,0.585,0.607,0.549,0,0,0,0,0,0,0,0,10,1,1,0,11,0,17,40,4,18,1.0,0.0,187.436694,0.9168022782750204
414,10.0,0.683,0.645,0.651,0.333,0.651,0.481,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,11,2,10,0.0,0.0,172.984012,0.8771929824561403
415,10.0,0.685,0.655,0.809,0.449,0.565,0.877,0,0,0,0,0,0,0,0,1,0,0,0,7,6,6,20,4,11,4.0,0.0,186.798831,0.8956360642239605
416,10.0,0.561,0.721,0.535,0.083,0.863,0.395,0,0,0,0,0,0,0,0,6,0,0,0,1,2,8,17,3,8,8.0,0.0,136.328876,0.8453292496171516
417,10.0,0.999,0.591,0.885,0.551,0.777,0.573,0,0,0,0,0,0,0,0,1,1,0,0,7,0,3,12,4,8,66.0,0.0,172.37110599999997,0.8445408532176428
418,10.0,0.731,0.349,0.289,0.091,0.589,0.327,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,17,2,10,32.0,0.0,130.28986799999998,0.8645630570638254
419,10.0,0.859,0.799,0.217,0.673,0.159,0.273,0,0,0,0,0,0,0,0,1,0,0,0,16,1,12,30,4,17,22.0,0.0,176.818232,0.905829596412556
420,10.0,0.813,0.535,0.833,0.025,0.061,0.643,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,27,3,16,30.0,0.0,112.554345,0.9839310418218581
421,10.0,0.075,0.159,0.655,0.655,0.515,0.961,0,0,0,0,0,0,0,0,1,0,8,8,10,6,1,34,5,10,33.0,0.0,205.29119000000003,0.9290787337662337
422,10.0,0.739,0.311,0.435,0.797,0.425,0.361,0,0,0,0,0,0,0,0,1,0,1,1,10,0,1,14,5,10,9.0,0.0,184.091564,0.8971953387319771
423,10.0,0.395,0.487,0.285,0.213,0.379,0.753,0,0,0,0,0,0,0,0,10,0,0,8,9,0,12,39,4,15,0.0,0.0,175.251173,0.9060013751104999
424,10.0,0.045,0.177,0.685,0.303,0.337,0.601,0,0,0,0,0,0,0,0,8,1,0,11,10,1,7,38,6,11,4.0,0.0,212.38287899999997,0.9140463384360777
425,10.0,0.825,0.141,0.401,0.929,0.285,0.157,0,0,0,0,0,0,0,0,0,1,9,0,9,9,9,37,5,10,43.0,0.0,180.19226799999998,0.8908440202803459
426,10.0,0.967,0.011,0.173,0.317,0.055,0.353,0,0,0,0,0,0,0,0,0,0,0,1,8,0,9,18,3,9,58.0,0.0,170.01747499999996,0.8890010090817356
427,10.0,0.171,0.331,0.667,0.143,0.283,0.725,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,11,2,10,21.0,0.0,181.63888999999998,0.8956567242281528
428,10.0,0.667,0.587,0.471,0.995,0.267,0.083,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,13,3,7,213.0,0.0,189.77854099999996,0.8975848364414553
429,10.0,0.485,0.625,0.487,0.331,0.645,0.417,0,0,0,0,0,0,0,0,1,1,0,0,10,0,4,16,4,11,11.0,0.0,173.63206099999996,0.8747960848287113
430,10.0,0.199,0.381,0.479,0.039,0.475,0.793,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,12,3,10,48.0,0.0,149.9964,0.8896558725002538
431,10.0,0.375,0.431,0.223,0.947,0.095,0.665,0,0,0,0,0,0,0,0,10,1,7,3,15,4,14,54,7,15,17.0,0.0,194.69034,0.9186758893280632
432,10.0,0.257,0.589,0.505,0.005,0.255,0.945,0,0,0,0,0,0,0,0,0,0,0,1,8,5,0,14,3,8,38.0,0.0,112.15017499999999,0.9724761113419194
433,10.0,0.041,0.793,0.247,0.489,0.003,0.037,0,0,0,0,0,0,0,0,1,0,0,0,6,1,9,17,4,9,178.0,0.0,210.72216099999997,0.9010084379501955
434,10.0,0.285,0.303,0.821,0.451,0.509,0.069,0,0,0,0,0,0,0,0,1,0,0,1,18,1,0,21,4,18,49.0,0.0,177.47545399999998,0.870831234256927
435,10.0,0.823,0.855,0.491,0.971,0.993,0.455,0,0,0,0,0,0,0,0,0,0,1,0,10,6,10,27,3,13,67.0,0.0,186.63800399999997,0.9107396149949342
436,10.0,0.981,0.531,0.867,0.119,0.069,0.839,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,3,6,0.0,0.0,150.680538,0.8753321070917638
437,10.0,0.771,0.913,0.039,0.379,0.021,0.121,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,15,2,9,9.0,0.0,170.244528,0.9267493084724926
438,10.0,0.705,0.783,0.671,0.975,0.767,0.221,0,0,0,0,0,0,0,0,6,0,0,1,7,1,0,15,3,9,17.0,0.0,177.39283899999998,0.9149181703734788
439,10.0,0.363,0.889,0.697,0.675,0.763,0.203,0,0,0,0,0,0,0,0,9,0,1,7,10,0,7,34,5,10,157.0,0.0,181.40823900000004,0.9110220440881763
440,10.0,0.601,0.077,0.879,0.969,0.143,0.771,0,0,0,0,0,0,0,0,5,0,1,0,9,0,4,19,3,9,0.0,0.0,200.39804999999998,0.8919774458403403
441,10.0,0.545,0.101,0.605,0.857,0.487,0.223,0,0,0,0,0,0,0,0,0,1,1,5,8,0,5,20,3,9,0.0,0.0,182.469628,0.8918776925501734
442,10.0,0.161,0.427,0.957,0.099,0.745,0.019,0,0,0,0,0,0,0,0,0,6,0,0,8,0,8,22,3,9,0.0,0.0,163.627536,0.9054643673384584
443,10.0,0.433,0.681,0.495,0.371,0.079,0.559,0,0,0,0,0,0,0,0,1,0,0,0,12,6,7,26,4,13,35.0,0.0,190.601387,0.8872569300786098
444,10.0,0.873,0.287,0.027,0.279,0.367,0.521,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,10,2,9,10.0,0.0,163.13935800000002,0.9104673463207833
445,10.0,0.147,0.153,0.059,0.225,0.235,0.653,0,0,0,0,0,0,0,0,7,0,6,0,12,1,6,32,4,12,79.0,0.0,177.2354,0.8972864321608041
446,10.0,0.879,0.703,0.929,0.111,0.017,0.249,0,0,0,0,0,0,0,0,5,0,1,0,15,8,6,35,4,15,9.0,0.0,145.418956,0.9314959057319753
447,10.0,0.673,0.801,0.559,0.341,0.271,0.189,0,0,0,0,0,0,0,0,1,0,0,0,8,10,0,19,3,10,51.0,0.0,169.81970099999998,0.8711899791231733
448,10.0,0.243,0.215,0.127,0.683,0.447,0.285,0,0,0,0,0,0,0,0,10,7,4,0,10,1,1,33,5,10,15.0,0.0,182.93803099999997,0.8982599795291709
449,10.0,0.617,0.603,0.783,0.923,0.541,0.085,0,0,0,0,0,0,0,0,6,0,0,0,8,1,1,16,4,9,2.0,0.0,183.32289999999998,0.8944455425973512
450,10.0,0.011,0.259,0.443,0.867,0.269,0.355,0,0,0,0,0,0,0,0,1,1,9,0,12,6,7,36,6,13,27.0,0.0,219.986949,0.9344621513944223
451,10.0,0.237,0.003,0.721,0.699,0.833,0.749,0,0,0,0,0,0,0,0,7,1,6,0,11,0,3,28,4,11,46.0,0.0,191.058948,0.9238009412235907
452,10.0,0.089,0.453,0.153,0.417,0.677,0.561,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,13,3,10,0.0,0.0,200.75211500000003,0.920352191073778
453,10.0,0.557,0.651,0.715,0.337,0.555,0.053,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,8,2,7,7.0,0.0,152.554125,0.8675348458642792
454,10.0,0.143,0.097,0.769,0.031,0.005,0.453,0,0,0,0,0,0,0,0,0,1,0,0,10,1,3,15,4,10,2.0,0.0,169.31884300000002,0.96028843139304
455,10.0,0.691,0.029,0.575,0.649,0.787,0.941,0,0,0,0,0,0,0,0,0,1,5,0,14,1,11,32,5,16,49.0,0.0,185.46058399999998,0.8846192841934503
456,10.0,0.273,0.343,0.537,0.183,0.633,0.169,0,0,0,0,0,0,0,0,0,7,0,0,17,0,9,33,3,17,113.0,0.0,167.068126,0.8794226721459356
457,10.0,0.329,0.803,0.551,0.345,0.403,0.173,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,18,3,16,45.0,0.0,178.53416099999998,0.8725864629747507
458,10.0,0.619,0.781,0.429,0.321,0.889,0.035,0,0,0,0,0,0,0,0,0,1,0,1,10,0,3,15,3,10,30.0,0.0,149.22651800000003,0.8662873399715505
459,10.0,0.907,0.021,0.107,0.671,0.621,0.505,0,0,0,0,0,0,0,0,1,0,5,7,15,7,1,36,5,15,30.0,0.0,175.848703,0.8939333862014275
460,10.0,0.537,0.795,0.455,0.787,0.327,0.595,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,10,4,7,22.0,0.0,191.249898,0.906580259222333
461,10.0,0.719,0.507,0.015,0.561,0.389,0.277,0,0,0,0,0,0,0,0,1,0,1,0,9,0,9,20,4,12,42.0,0.0,171.045808,0.9268492869600903
462,10.0,0.759,0.927,0.131,0.583,0.807,0.889,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,10,4,5,1.0,0.0,183.121115,0.9001938973364629
463,10.0,0.361,0.901,0.937,0.445,0.211,0.641,0,0,0,0,0,0,0,0,0,3,0,0,12,4,1,20,3,12,106.0,0.0,197.64536399999997,0.9180311196989729
464,10.0,0.737,0.399,0.385,0.525,0.881,0.921,0,0,0,0,0,0,0,0,0,0,0,1,10,2,10,23,4,10,5.0,0.0,195.39315799999997,0.9029363784665579
465,10.0,0.717,0.951,0.137,0.855,0.089,0.135,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,13,3,7,83.0,0.0,183.10056799999998,0.8951446280991735
466,10.0,0.971,0.005,0.791,0.465,0.177,0.011,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,1,7,3765.0,0.0,147.173369,0.8434163701067615
467,10.0,0.109,0.275,0.319,0.315,0.699,0.673,0,0,0,0,0,0,0,0,1,0,7,1,10,0,1,20,5,10,0.0,0.0,190.61129499999998,0.9024414952892311
468,10.0,0.423,0.195,0.589,0.323,0.401,0.729,0,0,0,0,0,0,0,0,6,0,1,10,7,1,0,25,5,11,11.0,0.0,178.94216000000003,0.9011688582759341
469,10.0,0.587,0.441,0.779,0.247,0.451,0.141,0,0,0,0,0,0,0,0,1,0,0,1,17,5,9,33,4,17,17.0,0.0,155.79074899999998,0.8679037111334001
470,10.0,0.703,0.305,0.371,0.139,0.041,0.191,0,0,0,0,0,0,0,0,0,0,0,0,14,1,10,25,3,15,44.0,0.0,148.716753,0.8875349580503396
471,10.0,0.489,0.335,0.909,0.245,0.295,0.667,0,0,0,0,0,0,0,0,1,0,0,0,11,8,10,30,4,11,20.0,0.0,170.87561099999996,0.8785706972458278
472,10.0,0.735,0.751,0.341,0.141,0.129,0.951,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,14,2,13,31.0,0.0,152.788116,0.8863332991066845
473,10.0,0.701,0.757,0.995,0.355,0.711,0.281,0,0,0,0,0,0,0,0,1,0,0,6,19,8,10,44,4,19,18.0,0.0,168.791204,0.8588080275694304
474,10.0,0.447,0.867,0.347,0.195,0.225,0.709,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,9,4,6,12.0,0.0,176.068837,0.896301667875272
475,10.0,0.817,0.859,0.917,0.261,0.705,0.819,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,28,2,16,30.0,0.0,160.93451,0.8668420520084994
476,10.0,0.283,0.107,0.985,0.817,0.025,0.569,0,0,0,0,0,0,0,0,6,1,1,0,14,1,0,23,5,14,37.0,0.0,214.76490500000003,0.8868003780321327
477,10.0,0.209,0.459,0.761,0.285,0.511,0.511,0,0,0,0,0,0,0,0,0,5,0,5,8,0,7,25,4,10,50.0,0.0,179.842327,0.9054706355591311
478,10.0,0.367,0.669,0.149,0.537,0.557,0.939,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7,18,3,10,1.0,0.0,199.24940899999996,0.9002100840336135
479,10.0,0.611,0.455,0.735,0.565,0.057,0.765,0,0,0,0,0,0,0,0,1,0,0,1,14,7,1,24,4,14,16.0,0.0,202.02648200000002,0.8800164642930645
480,10.0,0.627,0.571,0.345,0.917,0.725,0.005,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,14,3,7,7136.0,0.0,139.867385,0.8363665646641971
481,10.0,0.073,0.521,0.415,0.199,0.525,0.127,0,0,0,0,0,0,0,0,0,0,1,0,9,0,10,20,3,11,11.0,0.0,177.07634800000002,0.9041649818034776
482,10.0,0.097,0.485,0.997,0.413,0.347,0.827,0,0,0,0,0,0,0,0,9,1,8,8,11,0,8,45,6,11,31.0,0.0,214.527385,0.9289329169807258
483,10.0,0.821,0.383,0.583,0.129,0.779,0.649,0,0,0,0,0,0,0,0,0,1,0,0,13,0,3,17,3,14,142.0,0.0,137.186314,0.8787302223112358
484,10.0,0.711,0.767,0.257,0.443,0.529,0.119,0,0,0,0,0,0,0,0,1,0,0,10,1,1,0,13,3,11,40.0,0.0,160.808084,0.8619689119170985
485,10.0,0.785,0.891,0.391,0.967,0.535,0.365,0,0,0,0,0,0,0,0,1,0,0,0,18,7,11,37,3,18,23.0,0.0,184.46810800000003,0.9059400772523228
486,10.0,0.005,0.025,0.085,0.481,0.355,0.685,0,0,0,0,0,0,0,0,8,0,0,0,7,1,7,23,4,9,0.0,0.0,227.449182,0.9539494062983996
487,10.0,0.849,0.983,0.629,0.233,0.457,0.943,0,0,0,0,0,0,0,0,0,6,0,0,6,8,9,29,4,11,113.0,0.0,159.289465,0.8814521853767366
488,10.0,0.853,0.547,0.111,0.785,0.803,0.987,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,5,5,1,0.0,0.0,182.787968,0.8998226025253052
489,10.0,0.371,0.791,0.073,0.087,0.415,0.645,0,0,0,0,0,0,0,0,1,0,0,0,8,8,6,23,4,10,56.0,0.0,157.02092299999998,0.8719524481160589
490,10.0,0.289,0.135,0.533,0.347,0.161,0.817,0,0,0,0,0,0,0,0,1,1,1,0,10,9,9,31,6,10,96.0,0.0,192.080941,0.8872488724887249
491,10.0,0.271,0.667,0.641,0.609,0.231,0.489,0,0,0,0,0,0,0,0,0,6,3,0,10,0,5,24,3,12,85.0,0.0,188.34613000000002,0.9046983996717275
492,10.0,0.039,0.265,0.913,0.703,0.981,0.435,0,0,0,0,0,0,0,0,0,8,1,1,11,4,2,27,6,11,0.0,0.0,218.168546,0.9105159348074328
493,10.0,0.293,0.081,0.657,0.927,0.543,0.007,0,0,0,0,0,0,0,0,0,1,0,0,15,4,0,20,3,15,7596.0,0.0,153.81645300000002,0.8324094366378755
494,10.0,0.807,0.105,0.373,0.757,0.969,0.045,0,0,0,0,0,0,0,0,1,1,0,0,9,0,9,20,4,11,399.0,0.0,161.77552300000005,0.87602523659306
495,10.0,0.221,0.985,0.083,0.835,0.135,0.389,0,0,0,0,0,0,0,0,1,5,0,1,8,4,6,25,6,10,11.0,0.0,194.624434,0.8887963348604748
496,10.0,0.745,0.267,0.941,0.679,0.087,0.733,0,0,0,0,0,0,0,0,1,0,1,0,7,1,9,19,5,10,129.0,0.0,197.93797599999996,0.8645003065603925
497,10.0,0.453,0.213,0.517,0.597,0.971,0.331,0,0,0,0,0,0,0,0,0,0,0,0,12,7,8,27,3,12,10.0,0.0,189.88565999999997,0.9022291342664593
498,10.0,0.179,0.175,0.993,0.219,0.979,0.629,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1,16,3,14,5.0,0.0,180.608599,0.8626547948009415
499,10.0,0.149,0.765,0.591,0.863,0.223,0.197,0,0,0,0,0,0,0,0,1,1,1,0,10,0,7,20,5,10,32.0,0.0,195.326501,0.8993595608417201
