,shortages,mismatches,youngblood,FIFO,usability,substitution,today,total_antibodies,max_antibodies_pp,alloimm_patients,antibodies A,antibodies B,antibodies D,antibodies C,antibodies c,antibodies E,antibodies e,antibodies K,antibodies Fya,antibodies Fyb,antibodies Jka,antibodies Jkb,antibodies M,antibodies N,antibodies S,total_shortages,total_outdates,total_alloimm_risk,issuing_age_SCD
0,10.0,0.0,0.49,0.56,0.76,0.67,0.56,20,2,18,0,0,0,0,0,0,0,0,5,1,2,2,7,2,1,51.0,0.0,225.697552,0.9645228421365574
1,10.0,0.01,0.59,0.33,0.05,0.28,0.51,9,1,9,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,1.0,0.0,193.72344500000003,0.8878818737270876
2,10.0,0.02,0.45,0.65,0.13,0.83,0.59,14,2,13,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,90.0,0.0,195.206668,0.9195198740653286
3,10.0,0.03,0.42,0.47,0.63,0.05,0.4,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,39.0,0.0,214.058917,0.937681595030558
4,10.0,0.04,0.57,0.91,0.39,0.43,0.25,9,1,9,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,44.0,0.0,209.886194,0.9155422803584304
5,10.0,0.05,0.54,0.01,0.56,0.48,0.52,11,1,11,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,160.0,0.0,202.308712,0.943425713690352
6,10.0,0.06,0.25,0.42,0.65,0.62,0.03,13,1,13,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,1483.0,0.0,192.949969,0.9055109448905512
7,10.0,0.07,0.95,0.36,0.55,0.21,0.68,22,2,20,0,0,0,0,0,0,0,0,6,1,3,2,10,0,0,17.0,0.0,204.174173,0.8990166014592366
8,10.0,0.08,0.83,0.34,0.46,0.46,0.07,22,3,17,0,0,0,0,0,0,0,0,2,4,2,1,9,2,2,22.0,0.0,195.603845,0.9007
9,10.0,0.09,0.75,0.3,0.26,0.64,0.96,11,2,9,0,0,0,0,0,0,0,0,1,0,1,0,7,1,1,52.0,0.0,203.819344,0.9457685316097758
10,10.0,0.1,0.02,0.59,0.25,0.32,0.36,14,2,13,0,0,0,0,0,0,0,0,0,2,2,0,9,0,1,84.0,0.0,192.20519,0.8868283881315157
11,10.0,0.11,0.03,0.31,0.32,0.73,0.75,11,1,11,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,71.0,0.0,194.028456,0.9148351648351648
12,10.0,0.12,0.26,0.17,0.11,0.68,0.22,11,1,11,0,0,0,0,0,0,0,0,1,1,0,1,8,0,0,5.0,0.0,167.83561799999998,0.8504929362740116
13,10.0,0.13,0.71,0.83,0.85,0.22,0.83,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,48.0,0.0,215.359995,0.9274621986105436
14,10.0,0.14,0.68,0.86,0.18,0.29,0.81,8,1,8,0,0,0,0,0,0,0,0,1,1,1,0,4,1,0,0.0,0.0,185.644986,0.8830975428145942
15,10.0,0.15,0.98,0.78,0.51,0.69,0.7,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,37.0,0.0,197.715343,0.9252016129032258
16,10.0,0.16,0.09,0.89,0.79,0.39,0.39,12,2,11,0,0,0,0,0,0,0,0,0,0,3,0,8,1,0,48.0,0.0,196.998839,0.9085047589806572
17,10.0,0.17,0.86,0.24,0.54,0.96,0.47,11,1,11,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,17.0,0.0,202.519502,0.9334654291375536
18,10.0,0.18,0.2,0.69,0.52,0.2,0.9,16,2,15,0,0,0,0,0,0,0,0,1,0,1,0,10,2,2,1.0,0.0,205.81026900000003,0.9286636860407352
19,10.0,0.19,0.04,0.26,0.84,0.42,0.63,11,2,8,0,0,0,0,0,0,0,0,2,0,0,1,5,2,1,0.0,0.0,207.527239,0.924885496183206
20,10.0,0.2,0.79,0.81,0.67,0.94,0.2,14,2,12,0,0,0,0,0,0,0,0,2,0,0,0,9,2,1,10.0,0.0,190.971773,0.8758352448389348
21,10.0,0.21,0.4,0.18,0.74,0.81,0.97,15,1,15,0,0,0,0,0,0,0,0,2,0,1,0,11,0,1,2.0,0.0,205.385076,0.9343928280358598
22,10.0,0.22,0.14,0.84,0.47,0.92,0.3,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,54.0,0.0,187.724776,0.9081920903954802
23,10.0,0.23,0.9,0.73,0.87,0.35,0.27,13,2,12,0,0,0,0,0,0,0,0,0,1,0,0,9,2,1,14.0,0.0,205.297575,0.8957684189365765
24,10.0,0.24,0.5,0.2,0.78,0.1,0.91,10,1,10,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0.0,0.0,199.042001,0.9180035650623886
25,10.0,0.25,0.16,0.14,0.27,0.12,0.71,21,2,19,0,0,0,0,0,0,0,0,3,0,2,0,16,0,0,5.0,0.0,196.780103,0.88335466089182
26,10.0,0.26,0.92,0.67,0.23,0.07,0.32,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2.0,0.0,193.417273,0.8803959587713032
27,10.0,0.27,0.1,0.77,0.72,0.77,0.88,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,69.0,0.0,198.331982,0.9219701743331232
28,10.0,0.28,0.91,0.63,0.06,0.71,0.31,8,1,8,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,23.0,0.0,143.038533,0.8660527417329427
29,10.0,0.29,0.72,0.72,0.98,0.9,0.89,17,2,15,0,0,0,0,0,0,0,0,1,1,3,0,9,3,0,32.0,0.0,204.047796,0.9277182235834608
30,10.0,0.3,0.39,0.35,0.15,0.14,0.02,11,1,11,0,0,0,0,0,0,0,0,0,1,0,0,7,2,1,32.0,0.0,147.852345,0.8789074355083459
31,10.0,0.31,0.76,0.13,0.89,0.17,0.26,13,2,12,0,0,0,0,0,0,0,0,1,0,2,1,7,2,0,7.0,0.0,190.221636,0.8971107877780087
32,10.0,0.32,0.21,0.06,0.66,0.89,0.38,18,2,17,0,0,0,0,0,0,0,0,3,1,0,0,11,2,1,21.0,0.0,194.187301,0.9146455709378578
33,10.0,0.33,0.15,0.02,0.58,0.25,0.18,10,2,9,0,0,0,0,0,0,0,0,1,1,1,0,5,1,1,2.0,0.0,177.210305,0.8994894383822204
34,10.0,0.34,0.88,0.19,0.93,0.57,0.73,15,2,13,0,0,0,0,0,0,0,0,3,1,0,0,9,2,0,8.0,0.0,181.46972,0.9003395246654683
35,10.0,0.35,0.24,0.49,0.97,0.18,0.05,8,1,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,443.0,0.0,192.061838,0.8767123287671232
36,10.0,0.36,0.33,0.74,0.01,0.63,0.09,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,5.0,0.0,120.043299,0.9164546657169024
37,10.0,0.37,0.93,0.05,0.16,0.53,0.43,10,2,9,0,0,0,0,0,0,0,0,0,1,0,0,6,2,1,0.0,0.0,157.16637199999997,0.8989317134478425
38,10.0,0.38,0.66,0.32,0.95,0.75,0.17,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,179.005717,0.9017276422764228
39,10.0,0.39,0.48,0.08,0.14,0.91,0.67,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,39.0,0.0,162.99322,0.884780827529701
40,10.0,0.4,0.19,0.98,0.19,0.52,0.64,13,2,12,0,0,0,0,0,0,0,0,1,1,0,0,10,1,0,83.0,0.0,168.40376199999997,0.8528872099298435
41,10.0,0.41,0.52,0.41,0.36,0.98,0.06,16,1,16,0,0,0,0,0,0,0,0,1,0,1,0,11,2,1,6.0,0.0,165.11184899999998,0.8853862423204754
42,10.0,0.42,0.37,0.66,0.04,0.01,0.53,9,1,9,0,0,0,0,0,0,0,0,1,0,0,1,6,1,0,33.0,0.0,146.710835,0.9746616464841764
43,10.0,0.43,0.31,0.45,0.03,0.49,0.92,18,2,17,0,0,0,0,0,0,0,0,0,1,0,0,15,2,0,4.0,0.0,119.071277,0.8826625386996904
44,10.0,0.44,0.62,0.88,0.21,0.86,0.93,11,2,10,0,0,0,0,0,0,0,0,2,0,0,0,7,1,1,2.0,0.0,169.810781,0.872572191963827
45,10.0,0.45,0.51,0.96,0.64,0.04,0.45,12,2,11,0,0,0,0,0,0,0,0,0,1,0,1,7,2,1,1.0,0.0,198.727974,0.9006667974112571
46,10.0,0.46,0.53,0.48,0.41,0.45,0.44,9,1,9,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,13.0,0.0,175.259411,0.8927903594431748
47,10.0,0.47,0.67,0.07,0.34,0.0,0.42,10,1,10,0,0,0,0,0,0,0,0,2,0,1,0,5,1,1,65.0,0.0,211.45408300000005,0.9092076664690772
48,10.0,0.48,0.55,0.99,0.69,0.65,0.58,11,2,10,0,0,0,0,0,0,0,0,2,0,1,1,6,0,1,0.0,0.0,197.054261,0.9054285426528352
49,10.0,0.49,0.41,0.85,0.7,0.59,0.0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31377.0,0.0,79.68372299999999,0.7809423347398031
50,10.0,0.5,0.08,0.58,0.94,0.84,0.35,14,2,12,0,0,0,0,0,0,0,0,0,0,2,0,10,2,0,1.0,0.0,189.71523,0.9044612358969052
51,10.0,0.51,0.84,0.39,0.12,0.16,0.85,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12.0,0.0,157.48583399999998,0.8678527354997944
52,10.0,0.52,0.65,0.57,0.62,0.5,0.99,20,2,18,0,0,0,0,0,0,0,0,2,0,0,0,15,2,1,48.0,0.0,199.701587,0.9078879354905408
53,10.0,0.53,0.44,0.53,0.99,0.37,0.57,21,3,16,0,0,0,0,0,0,0,0,2,1,3,1,10,3,1,15.0,0.0,191.30667,0.8922198429693077
54,10.0,0.54,0.06,0.51,0.59,0.03,0.46,14,1,14,0,0,0,0,0,0,0,0,3,0,0,0,9,1,1,97.0,0.0,215.368625,0.8819632640770853
55,10.0,0.55,0.46,0.5,0.57,0.99,0.66,11,2,10,0,0,0,0,0,0,0,0,2,0,0,1,6,1,1,0.0,0.0,184.392994,0.9155773955773956
56,10.0,0.56,0.69,0.55,0.61,0.08,0.01,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3884.0,0.0,154.903932,0.8630793069446401
57,10.0,0.57,0.61,0.0,0.45,0.44,0.86,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,45.0,185.897939,0.9502462043496102
58,10.0,0.58,0.0,0.43,0.43,0.6,0.14,9,2,8,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,1.0,0.0,173.54038,0.8967536980045666
59,10.0,0.59,0.17,0.9,0.31,0.19,0.1,12,2,11,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,3.0,0.0,155.754222,0.8882495457298607
60,10.0,0.6,0.63,0.03,0.49,0.55,0.04,11,1,11,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,116.0,0.0,157.509272,0.8899926801213008
61,10.0,0.61,0.97,0.4,0.28,0.82,0.8,12,2,11,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,147.0,0.0,165.35139,0.9022879932829556
62,10.0,0.62,0.77,0.97,0.2,0.4,0.15,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2.0,0.0,146.338954,0.8841171781586289
63,10.0,0.63,0.87,0.46,0.71,0.02,0.65,15,1,15,0,0,0,0,0,0,0,0,3,1,0,0,7,3,1,14.0,0.0,206.483556,0.869777593016005
64,10.0,0.64,0.99,0.52,0.53,0.66,0.12,12,2,10,0,0,0,0,0,0,0,0,0,1,1,2,5,1,2,0.0,0.0,169.85686500000003,0.8868308569102381
65,10.0,0.65,0.18,0.54,0.07,0.93,0.48,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,5.0,0.0,128.05584800000003,0.8640434738854785
66,10.0,0.66,0.94,0.92,0.4,0.3,0.72,17,2,16,0,0,0,0,0,0,0,0,1,1,0,0,11,2,2,2.0,0.0,181.493981,0.8759975445058318
67,10.0,0.67,0.01,0.1,0.38,0.58,0.69,19,3,14,0,0,0,0,0,0,0,0,1,3,0,1,9,2,3,11.0,0.0,168.28375000000003,0.8905177791640674
68,10.0,0.68,0.07,0.95,0.75,0.31,0.74,15,1,15,0,0,0,0,0,0,0,0,0,1,1,0,12,0,1,98.0,0.0,192.418845,0.8967782295902409
69,10.0,0.69,0.35,0.11,0.02,0.47,0.33,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,12.0,0.0,98.433858,0.8873954915864113
70,10.0,0.7,0.13,0.37,0.73,0.27,0.98,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0.0,200.981135,0.9095689832955248
71,10.0,0.71,0.73,0.87,0.3,0.97,0.34,12,2,11,0,0,0,0,0,0,0,0,1,0,0,1,9,1,0,23.0,0.0,162.93312799999998,0.8823236844722968
72,10.0,0.72,0.85,0.38,0.08,0.26,0.13,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,32.0,0.0,126.80009599999998,0.8983417447728911
73,10.0,0.73,0.96,0.64,0.88,0.7,0.61,9,1,9,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,5.0,0.0,186.341543,0.9052620632279534
74,10.0,0.74,0.36,0.04,0.8,0.11,0.54,17,2,15,0,0,0,0,0,0,0,0,2,1,0,1,12,1,0,3.0,0.0,185.541702,0.9243440520812783
75,10.0,0.75,0.38,0.8,0.29,0.15,0.95,18,2,17,0,0,0,0,0,0,0,0,1,1,0,0,14,1,1,53.0,0.0,169.22950699999998,0.8797331965110313
76,10.0,0.76,0.27,0.12,0.91,0.78,0.77,15,2,12,0,0,0,0,0,0,0,0,3,0,1,0,9,1,1,8.0,0.0,190.058208,0.9119465986060664
77,10.0,0.77,0.22,0.16,0.92,0.56,0.16,15,1,15,0,0,0,0,0,0,0,0,2,0,1,0,8,4,0,15.0,0.0,171.90268600000002,0.8666455160744501
78,10.0,0.78,0.81,0.09,0.68,0.85,0.49,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,10.0,0.0,170.29410499999997,0.8923803655781475
79,10.0,0.79,0.11,0.68,0.37,0.72,0.94,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1.0,0.0,172.049267,0.8743276789408357
80,10.0,0.8,0.64,0.71,0.0,0.54,0.62,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,33.0,0.0,99.736607,0.9447714866745156
81,10.0,0.81,0.8,0.27,0.09,0.87,0.29,15,2,14,0,0,0,0,0,0,0,0,1,0,0,0,12,2,0,89.0,0.0,124.58974700000002,0.8694178628389154
82,10.0,0.82,0.12,0.94,0.5,0.74,0.37,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,97.0,0.0,171.433702,0.9148758606300856
83,10.0,0.83,0.05,0.61,0.1,0.34,0.5,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,130.0,0.0,144.68080999999998,0.9000601443464314
84,10.0,0.84,0.82,0.93,0.77,0.36,0.23,10,2,9,0,0,0,0,0,0,0,0,1,0,0,1,7,1,0,24.0,0.0,178.133049,0.8932177460479347
85,10.0,0.85,0.3,0.76,0.96,0.8,0.79,13,2,12,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,48.0,0.0,186.242641,0.8944055234033912
86,10.0,0.86,0.34,0.21,0.22,0.09,0.76,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,35.0,0.0,166.834746,0.8945804022589914
87,10.0,0.87,0.29,0.25,0.42,0.13,0.11,16,2,15,0,0,0,0,0,0,0,0,0,0,1,0,12,0,3,88.0,0.0,166.27768899999998,0.8820154391821406
88,10.0,0.88,0.28,0.15,0.44,0.95,0.28,10,2,8,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,3.0,0.0,160.038083,0.8584079909381114
89,10.0,0.89,0.23,0.75,0.83,0.23,0.19,12,3,9,0,0,0,0,0,0,0,0,2,0,1,0,7,1,1,41.0,0.0,184.911184,0.8683819891142999
90,10.0,0.9,0.56,0.62,0.81,0.88,0.21,10,1,10,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0.0,0.0,174.41760699999998,0.893185618729097
91,10.0,0.91,0.78,0.29,0.86,0.33,0.24,10,2,9,0,0,0,0,0,0,0,0,1,0,1,0,7,0,1,5.0,0.0,185.927461,0.8838992332968236
92,10.0,0.92,0.74,0.22,0.9,0.41,0.87,10,1,10,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,46.0,0.0,180.221466,0.8806315366049879
93,10.0,0.93,0.58,0.7,0.33,0.06,0.41,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.0,0.0,181.18543799999995,0.8707711063700091
94,10.0,0.94,0.43,0.6,0.24,0.61,0.08,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,31.0,0.0,143.44209199999997,0.8724032479173257
95,10.0,0.95,0.47,0.23,0.17,0.76,0.82,11,1,11,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,9.0,0.0,150.16595199999998,0.9254074592540746
96,10.0,0.96,0.6,0.82,0.82,0.24,0.78,15,2,13,0,0,0,0,0,0,0,0,1,2,0,1,10,1,0,103.0,0.0,185.806706,0.8907509546033093
97,10.0,0.97,0.89,0.28,0.35,0.38,0.6,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,4.0,0.0,162.034878,0.8889112093210124
98,10.0,0.98,0.7,0.79,0.48,0.79,0.84,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1.0,0.0,169.153904,0.8963152507676561
99,10.0,0.99,0.32,0.44,0.6,0.51,0.55,12,1,12,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,41.0,0.0,174.81510099999997,0.8972650422675286
100,10.0,0.65,0.94,0.27,0.32,0.54,0.07,14,2,13,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,2.0,0.0,158.79319200000003,0.8763506625891947
101,10.0,0.45,0.73,0.11,0.39,0.07,0.71,10,1,10,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,16.0,0.0,192.821696,0.9127953544253103
102,10.0,0.16,0.75,0.53,0.83,0.03,0.7,11,1,11,0,0,0,0,0,0,0,0,1,0,1,0,7,2,0,11.0,0.0,213.911592,0.9212346443687416
103,10.0,0.54,0.43,0.39,0.91,0.37,0.87,9,1,9,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,40.0,0.0,186.598456,0.9028097190280971
104,10.0,0.02,0.6,0.73,0.95,0.1,0.68,10,2,9,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,84.0,0.0,227.389014,0.9466598150051388
105,10.0,0.06,0.4,0.19,0.72,0.32,0.81,17,2,16,0,0,0,0,0,0,0,0,1,3,0,0,11,2,0,44.0,0.0,212.703975,0.9407496977025392
106,10.0,0.32,0.1,0.09,0.93,0.22,0.21,19,1,19,0,0,0,0,0,0,0,0,0,0,2,1,11,4,1,6.0,0.0,196.884301,0.8925922162381872
107,10.0,0.47,0.59,0.24,0.09,0.65,0.33,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,57.0,0.0,139.319369,0.8564908722109533
108,10.0,0.46,0.74,0.33,0.38,0.43,0.51,17,2,14,0,0,0,0,0,0,0,0,4,0,1,0,10,1,1,28.0,0.0,174.66060600000003,0.9071223316912972
109,10.0,0.77,0.29,0.21,0.43,0.79,0.12,10,2,9,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,172.0,0.0,155.174242,0.8841032043279234
110,10.0,0.19,0.04,0.37,0.34,0.09,0.32,13,1,13,0,0,0,0,0,0,0,0,0,0,2,0,6,4,1,22.0,0.0,202.023448,0.8944551055448945
111,10.0,0.57,0.49,0.87,0.27,0.62,0.22,11,1,11,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0.0,0.0,161.314603,0.8652635922830909
112,10.0,0.94,0.92,0.55,0.84,1.0,0.52,14,2,12,0,0,0,0,0,0,0,0,1,1,2,0,9,1,0,44.0,0.0,185.35368,0.8953691344080501
113,10.0,0.7,0.57,0.66,0.33,0.16,0.76,13,1,13,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,14.0,0.0,181.501973,0.882183316168898
114,10.0,0.26,0.27,0.62,0.07,0.72,0.69,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7.0,0.0,156.887846,0.8471526428790512
115,10.0,0.17,0.54,0.85,0.77,0.71,0.13,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,189.90141100000005,0.9085582757899142
116,10.0,0.71,0.95,0.5,0.6,0.56,0.14,11,1,11,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,19.0,0.0,170.771079,0.8782401430132089
117,10.0,0.5,0.33,0.72,0.61,0.67,0.75,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,8.0,0.0,191.330339,0.922062855937566
118,10.0,0.04,0.02,0.06,0.3,0.5,0.48,11,2,10,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,12.0,0.0,207.916447,0.9428309385509018
119,10.0,0.18,0.52,0.2,0.14,0.29,0.09,11,2,10,0,0,0,0,0,0,0,0,0,0,0,2,6,2,1,14.0,0.0,162.154568,0.8588944518238479
120,10.0,0.96,0.76,0.52,0.5,0.3,0.64,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0.0,0.0,169.17702799999998,0.8959782280012095
121,10.0,0.43,0.68,0.07,0.82,0.05,0.34,11,1,11,0,0,0,0,0,0,0,0,1,0,0,1,7,1,1,10.0,0.0,199.785495,0.9225080720758254
