,shortages,mismatches,youngblood,FIFO,usability,substitution,today,total_antibodies,max_antibodies_pp,alloimm_patients,antibodies A,antibodies B,antibodies D,antibodies C,antibodies c,antibodies E,antibodies e,antibodies K,antibodies Fya,antibodies Fyb,antibodies Jka,antibodies Jkb,antibodies M,antibodies N,antibodies S,total_shortages,total_outdates,total_alloimm_risk,issuing_age_SCD
122,10.0,0.78,0.39,0.26,0.47,0.14,0.85,19,2,16,0,0,0,0,0,0,0,0,0,1,0,1,11,4,2,40.0,0.0,183.553947,0.892293114339861
123,10.0,0.31,0.28,0.69,0.31,0.06,0.3,8,1,8,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,70.0,0.0,189.657248,0.8935817805383023
124,10.0,0.29,0.18,0.68,0.16,0.73,0.49,16,2,14,0,0,0,0,0,0,0,0,0,1,0,1,13,1,0,1.0,0.0,167.637912,0.8859879032258065
125,10.0,0.89,0.65,0.89,0.86,0.34,0.53,15,2,14,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,54.0,0.0,179.562358,0.8773844849512505
126,10.0,0.91,0.34,0.15,0.12,0.25,0.63,10,2,9,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,10.0,0.0,137.88129700000002,0.908646654034108
127,10.0,0.76,0.82,0.9,0.63,0.57,0.25,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,14.0,0.0,170.084453,0.8915165542920398
128,10.0,0.66,0.31,0.01,0.56,0.87,0.95,12,2,11,0,0,0,0,0,0,0,0,1,1,1,0,7,2,0,92.0,0.0,181.478214,0.9251980656446136
129,10.0,0.49,0.08,0.88,0.49,0.11,0.24,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,32.0,0.0,194.221005,0.8638132295719845
130,10.0,0.55,0.01,0.41,0.71,0.75,0.5,15,2,13,0,0,0,0,0,0,0,0,0,2,0,1,9,1,2,14.0,0.0,185.691788,0.897443669798929
131,10.0,0.24,0.24,0.78,0.35,0.97,0.79,15,2,13,0,0,0,0,0,0,0,0,0,2,1,1,10,1,0,3.0,0.0,189.426405,0.8956530489031999
132,10.0,0.12,0.86,0.45,0.75,0.63,0.41,15,2,14,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0.0,0.0,202.124044,0.9300207039337474
133,10.0,0.86,0.38,0.36,0.15,0.81,0.91,10,2,8,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,92.0,0.0,147.25257299999998,0.8752072968490879
134,10.0,0.01,0.2,0.42,0.36,0.82,0.86,12,1,12,0,0,0,0,0,0,0,0,3,0,1,3,5,0,0,83.0,0.0,227.945126,0.9643688632452676
135,10.0,0.4,0.48,0.92,0.98,0.9,0.74,7,1,7,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,26.0,0.0,194.920491,0.9169513236549958
136,10.0,0.13,1.0,0.29,0.78,0.44,0.36,14,2,12,0,0,0,0,0,0,0,0,3,1,0,0,6,3,1,33.0,0.0,194.82571,0.9243689027456502
137,10.0,0.2,0.72,0.34,0.92,0.41,0.97,10,2,9,0,0,0,0,0,0,0,0,0,1,2,0,6,1,0,78.0,0.0,201.836941,0.9380626223091976
138,10.0,0.22,0.71,0.82,0.06,0.59,0.98,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,18.0,0.0,162.642072,0.8992849846782431
139,10.0,0.97,0.97,0.77,0.66,0.85,0.37,16,2,13,0,0,0,0,0,0,0,0,2,1,0,1,11,1,0,94.0,0.0,177.54471199999998,0.8809375648205766
140,10.0,0.72,0.45,0.76,0.41,0.83,1.0,14,2,13,0,0,0,0,0,0,0,0,0,1,0,0,10,1,2,33.0,0.0,176.92438299999998,0.8970603091221335
141,10.0,0.95,0.42,0.94,0.64,0.13,0.28,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,92.0,0.0,175.53149600000003,0.8711241288758711
142,10.0,0.9,0.93,0.56,0.29,0.27,0.66,17,2,16,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0.0,0.0,165.526209,0.8809643395278755
143,10.0,0.53,0.83,0.7,0.87,0.2,0.15,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2.0,0.0,186.502086,0.8917332793686128
144,10.0,0.23,0.88,0.98,0.1,0.04,0.1,7,1,7,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0.0,0.0,159.003268,0.8871610845295056
145,10.0,0.99,0.69,0.51,0.18,0.61,0.01,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,417.0,0.0,139.82130999999998,0.8799486161392035
146,10.0,0.64,0.22,0.04,0.7,0.84,0.26,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.0,0.0,175.86084899999997,0.9135594896647216
147,10.0,0.81,0.19,0.74,0.65,0.78,0.82,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,33.0,0.0,183.823062,0.8915254237288136
148,10.0,0.74,0.61,0.84,0.88,0.42,0.89,19,2,17,0,0,0,0,0,0,0,0,6,1,0,0,8,3,1,58.0,0.0,196.623935,0.8990440172287005
149,10.0,0.09,0.26,0.58,0.01,0.45,0.27,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,13.0,0.0,139.381527,0.9303451828954148
150,10.0,0.84,0.63,0.31,0.08,0.36,0.19,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,79.0,0.0,127.36082,0.8805954719321823
151,10.0,0.3,0.77,0.1,0.57,0.91,0.4,9,1,9,0,0,0,0,0,0,0,0,1,0,1,0,5,0,2,0.0,0.0,193.718418,0.90872316149777
152,10.0,1.0,0.78,0.43,0.11,0.47,0.23,8,2,7,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,2.0,0.0,132.32803799999996,0.8673753741356177
153,10.0,0.37,0.12,0.91,0.45,0.48,0.58,7,1,7,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,1.0,0.0,182.61541,0.9007410499947812
154,10.0,0.51,0.35,0.99,0.26,0.33,0.65,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,26.0,0.0,168.72329499999998,0.88332652227217
155,10.0,0.85,0.89,0.3,0.52,0.18,0.77,9,2,8,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,16.0,0.0,184.806731,0.906530612244898
156,10.0,0.82,0.23,0.03,0.89,0.93,0.67,14,2,13,0,0,0,0,0,0,0,0,3,0,0,1,10,0,0,2.0,0.0,176.668619,0.920969869128538
157,10.0,0.69,0.03,0.57,0.19,0.92,0.05,9,1,9,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0.0,0.0,139.565606,0.8826342532629272
158,10.0,0.34,0.64,0.59,0.81,0.58,0.08,10,1,10,0,0,0,0,0,0,0,0,1,0,0,0,6,2,1,2.0,0.0,183.997317,0.9018589677017343
159,10.0,0.6,0.25,0.81,0.21,0.35,0.59,12,2,11,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,3.0,0.0,160.987227,0.8715680292861501
160,10.0,0.75,0.91,0.22,0.76,0.39,0.84,13,2,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,31.0,0.0,188.796872,0.8952399724056371
161,10.0,0.44,0.11,0.54,0.9,0.66,0.78,9,1,9,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,0.0,0.0,197.480768,0.9240320688306608
162,10.0,0.14,0.66,0.86,0.67,0.01,0.54,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,12.0,0.0,215.25038900000004,0.9253384522125682
163,10.0,0.27,0.8,0.8,0.58,0.52,0.35,6,1,6,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0.0,0.0,198.78522199999995,0.9124673760289098
164,10.0,0.88,0.99,0.96,0.13,0.15,0.61,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,96.0,0.0,149.34485700000002,0.8617951552919891
165,10.0,0.59,0.58,0.08,0.24,0.49,0.38,11,1,11,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,37.0,0.0,161.900262,0.890049201727081
166,10.0,0.68,0.7,0.61,0.97,0.38,0.45,12,2,11,0,0,0,0,0,0,0,0,2,0,0,1,7,1,1,47.0,0.0,186.633355,0.8805606337599025
167,10.0,0.15,0.98,0.71,0.42,0.12,0.47,7,1,7,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,37.0,0.0,199.584315,0.8723382577687213
168,10.0,0.8,0.79,0.18,0.96,0.6,0.46,15,2,14,0,0,0,0,0,0,0,0,2,0,1,1,8,1,2,34.0,0.0,184.618577,0.9027694160144492
169,10.0,0.56,0.05,0.95,0.02,0.96,0.03,11,2,10,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,79.0,0.0,112.797805,0.8849769953990798
170,10.0,0.21,0.96,0.05,0.53,0.64,0.8,11,2,10,0,0,0,0,0,0,0,0,3,1,1,0,5,0,1,14.0,0.0,193.091665,0.8804858134313125
171,10.0,0.28,0.9,0.12,0.48,0.17,0.83,20,2,19,0,0,0,0,0,0,0,0,3,1,0,0,11,4,1,16.0,0.0,192.063537,0.8974466303892842
172,10.0,0.07,0.5,0.25,0.28,0.31,0.31,16,2,14,0,0,0,0,0,0,0,0,1,1,1,0,12,1,0,26.0,0.0,198.493296,0.892964459641488
173,10.0,0.58,0.62,0.35,0.44,0.76,0.93,11,1,11,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,14.0,0.0,182.79801000000003,0.8726496595182437
174,10.0,0.35,0.53,0.4,0.8,0.89,0.73,13,1,13,0,0,0,0,0,0,0,0,1,1,1,1,7,2,0,41.0,0.0,188.470439,0.91278180148934
175,10.0,0.08,0.84,0.46,0.73,0.28,0.11,15,2,12,0,0,0,0,0,0,0,0,0,2,1,1,9,0,2,7.0,0.0,203.809632,0.901262678534465
176,10.0,0.36,0.16,0.79,0.55,0.53,0.42,15,2,14,0,0,0,0,0,0,0,0,2,1,2,0,9,0,1,1.0,0.0,187.363963,0.8823889739663093
177,10.0,0.83,0.36,0.32,0.03,0.88,0.16,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,131.0,0.0,110.252102,0.8820328542094455
178,10.0,0.1,0.07,0.6,0.22,0.02,0.04,17,2,16,0,0,0,0,0,0,0,0,2,1,1,0,10,3,0,3.0,0.0,184.092566,0.8888091086265258
179,10.0,0.98,0.37,0.97,0.51,0.7,0.55,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,11.0,0.0,172.60360199999997,0.8631790744466801
180,10.0,0.38,0.81,0.83,0.74,0.08,0.29,11,2,10,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0.0,0.0,199.992306,0.8895
181,10.0,0.05,0.41,0.47,0.79,0.86,0.57,16,2,14,0,0,0,0,0,0,0,0,3,0,0,0,11,1,1,1.0,0.0,214.629401,0.9350931677018632
182,10.0,0.11,0.51,0.67,0.59,0.68,0.2,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,41.0,0.0,205.031178,0.9025278058645096
183,10.0,0.03,0.55,0.75,0.68,0.51,0.96,9,2,8,0,0,0,0,0,0,0,0,2,0,0,1,5,0,1,0.0,0.0,222.731263,0.9338145587637252
184,10.0,0.61,0.3,0.16,0.2,0.99,0.06,13,2,12,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,170.0,0.0,139.87906900000002,0.8771718389073014
185,10.0,0.93,0.56,0.48,0.37,0.23,0.99,14,2,13,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1.0,0.0,184.146219,0.8811099042164511
186,10.0,0.79,0.46,0.17,0.05,0.74,0.9,14,2,11,0,0,0,0,0,0,0,0,0,2,1,0,10,0,1,23.0,0.0,119.206241,0.8816474982797602
187,10.0,0.92,0.17,1.0,0.17,0.95,0.56,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,16.0,0.0,143.590331,0.8464042315125623
188,10.0,0.67,0.32,0.65,0.85,0.21,0.94,12,2,10,0,0,0,0,0,0,0,0,3,0,0,0,8,0,1,0.0,0.0,205.813448,0.900343295638126
189,10.0,0.39,0.44,0.13,0.54,0.69,0.17,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1.0,0.0,176.67431900000005,0.9041375604513704
190,10.0,0.52,0.13,0.63,0.69,0.46,0.18,11,2,10,0,0,0,0,0,0,0,0,2,1,1,0,5,1,1,6.0,0.0,184.463266,0.8839239856189008
191,10.0,0.73,0.15,0.02,0.46,0.55,0.92,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,15.0,0.0,181.436692,0.9305583551703286
192,10.0,0.87,0.14,0.44,0.62,0.26,0.6,9,1,9,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,15.0,0.0,189.282411,0.8953332646543731
193,10.0,0.63,0.47,0.49,1.0,0.24,0.02,13,1,13,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,4240.0,0.0,156.57646599999998,0.8896392686542579
194,10.0,0.48,0.06,0.38,0.23,0.77,0.39,12,2,10,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,22.0,0.0,163.129722,0.8587540845367345
195,10.0,0.62,0.67,0.64,0.04,0.94,0.62,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,237.0,0.0,116.17155300000002,0.878028577345206
196,10.0,0.25,0.21,0.28,0.25,0.4,0.43,9,2,8,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,9.0,0.0,175.526325,0.908588701271628
197,10.0,0.41,0.87,0.14,0.94,0.19,0.44,17,1,17,0,0,0,0,0,0,0,0,1,1,2,0,9,2,2,16.0,0.0,187.621737,0.8902199731488175
198,10.0,0.33,0.85,0.93,0.4,0.98,0.88,11,1,11,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,27.0,0.0,189.288095,0.8958203368683718
199,10.0,0.42,0.09,0.23,0.99,0.8,0.72,13,2,12,0,0,0,0,0,0,0,0,1,0,2,0,8,1,1,1.0,0.0,195.559022,0.9103448275862068
200,10.0,0.37,0.52,0.46,0.31,0.72,0.64,13,2,11,0,0,0,0,0,0,0,0,2,2,0,0,8,1,0,31.0,0.0,179.19702399999997,0.8888773063692276
201,10.0,0.49,0.87,0.26,0.06,0.71,0.03,14,2,13,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,40.0,0.0,126.360004,0.8910656620021529
202,10.0,0.49,0.89,0.6,0.06,0.43,0.24,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,0.0,133.432681,0.8884713052310818
203,10.0,0.28,0.47,0.3,0.82,0.18,0.35,13,2,11,0,0,0,0,0,0,0,0,0,1,2,0,8,2,0,66.0,0.0,192.210947,0.8856963087248322
204,10.0,0.69,0.43,0.67,0.79,0.74,0.77,13,2,10,0,0,0,0,0,0,0,0,2,0,1,0,7,2,1,25.0,0.0,190.734627,0.9028589315525876
205,10.0,0.36,0.74,0.28,0.42,0.57,0.09,16,2,15,0,0,0,0,0,0,0,0,0,0,2,0,12,2,0,1.0,0.0,167.068344,0.8996532520752338
206,10.0,0.41,0.46,0.94,0.93,0.9,0.63,15,2,13,0,0,0,0,0,0,0,0,2,1,2,0,10,0,0,16.0,0.0,208.37711199999995,0.9238497086598352
207,10.0,0.48,0.7,0.05,0.07,0.15,0.29,14,2,12,0,0,0,0,0,0,0,0,1,0,0,1,9,1,2,40.0,0.0,137.88537699999998,0.9029945999018164
208,10.0,0.32,0.15,0.29,0.27,0.26,0.77,15,3,13,0,0,0,0,0,0,0,0,1,1,0,0,11,0,2,220.0,0.0,178.567397,0.8815803299359042
209,10.0,0.6,0.73,0.05,0.73,0.57,0.66,21,3,17,0,0,0,0,0,0,0,0,4,1,0,0,14,0,2,174.0,0.0,184.046348,0.915118833632914
210,10.0,0.54,0.62,0.34,0.75,0.74,0.66,9,1,9,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,52.0,0.0,191.709675,0.8898827884022209
211,10.0,0.96,0.96,0.57,0.21,0.02,0.27,14,1,14,0,0,0,0,0,0,0,0,0,0,0,1,9,1,3,59.0,0.0,150.479061,0.8743912337662337
212,10.0,0.18,0.04,0.73,0.73,0.42,0.91,12,2,11,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,10.0,0.0,194.474378,0.9179476306583272
213,10.0,0.47,0.15,0.59,0.98,0.99,0.11,9,1,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,11.0,0.0,178.322602,0.8909292705075169
214,10.0,0.95,0.27,0.64,0.33,0.33,0.55,12,1,12,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,7.0,0.0,165.19949599999998,0.8777754503560955
215,10.0,0.05,0.29,0.15,0.37,0.94,0.73,11,2,10,0,0,0,0,0,0,0,0,0,1,2,0,5,2,1,126.0,0.0,204.924103,0.9513071243264818
216,10.0,0.51,0.51,0.59,0.66,0.54,0.74,14,2,12,0,0,0,0,0,0,0,0,1,0,0,0,11,1,1,38.0,0.0,190.115423,0.883737232124975
217,10.0,0.66,0.64,0.62,0.88,0.28,0.42,10,1,10,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0.0,0.0,200.186035,0.8858466289243438
218,10.0,0.93,0.87,0.85,0.4,0.18,0.12,12,2,11,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,15.0,0.0,157.83180899999996,0.8756778880589379
219,10.0,0.15,0.34,0.38,0.1,0.09,0.68,11,1,11,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,104.0,0.0,178.080464,0.8635688521111818
220,10.0,0.3,0.18,0.19,0.79,0.32,0.45,12,2,11,0,0,0,0,0,0,0,0,2,2,1,0,5,2,0,22.0,0.0,189.718141,0.919658471350684
221,10.0,0.04,0.98,1.0,0.9,0.5,0.98,12,2,11,0,0,0,0,0,0,0,0,0,0,2,0,9,1,0,53.0,0.0,220.868746,0.9356084996780424
222,10.0,0.44,0.05,0.53,0.53,0.35,0.88,16,3,12,0,0,0,0,0,0,0,0,3,0,1,2,9,0,1,53.0,0.0,183.220652,0.8891405043746783
223,10.0,0.91,0.77,0.25,0.41,0.08,0.07,14,2,12,0,0,0,0,0,0,0,0,3,0,0,0,9,2,0,84.0,0.0,153.965524,0.870332164225294
224,10.0,0.27,0.71,0.98,0.22,0.8,0.33,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,33.0,0.0,169.22392599999998,0.8704663212435233
225,10.0,1.0,0.6,0.73,0.18,0.68,0.63,8,1,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0.0,0.0,147.913669,0.901662468513854
226,10.0,0.92,0.46,0.23,0.45,0.59,0.13,15,2,14,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,5.0,0.0,160.71456499999996,0.881892136185598
227,10.0,0.23,0.73,0.27,0.97,0.19,0.86,14,2,10,0,0,0,0,0,0,0,0,1,1,1,0,7,2,2,24.0,0.0,185.569086,0.9279361229027694
228,10.0,0.49,0.5,0.63,0.21,0.64,0.21,7,2,6,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3.0,0.0,158.675255,0.857448761089018
229,10.0,0.46,0.88,0.12,0.95,0.6,0.08,7,2,6,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,195.0,0.0,183.115295,0.9268121041520055
230,10.0,0.99,0.18,0.03,0.34,0.29,0.25,13,2,12,0,0,0,0,0,0,0,0,1,1,1,1,9,0,0,12.0,0.0,152.46650599999998,0.8963822668339607
231,10.0,0.71,0.94,0.26,0.24,0.95,0.83,9,1,9,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,67.0,0.0,170.27331,0.8807472755578619
232,10.0,0.53,0.88,0.93,0.16,0.23,0.02,13,2,11,0,0,0,0,0,0,0,0,0,2,0,0,9,2,0,16.0,0.0,144.288,0.8730846774193548
233,10.0,0.75,0.67,0.11,0.41,0.77,0.63,12,1,12,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,74.0,0.0,171.587894,0.907914998460117
234,10.0,0.07,0.79,0.46,0.59,0.25,0.53,15,1,15,0,0,0,0,0,0,0,0,2,0,2,0,9,1,1,17.0,0.0,213.356841,0.915455201567172
235,10.0,0.07,0.3,0.78,0.25,0.86,0.35,8,1,8,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,40.0,0.0,198.242085,0.8826291079812206
236,10.0,0.96,0.2,0.34,0.89,0.84,0.21,16,2,15,0,0,0,0,0,0,0,0,0,0,1,1,12,0,2,12.0,0.0,160.582854,0.8717021692397889
237,10.0,0.52,0.19,0.79,0.94,0.31,0.99,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,96.0,0.0,190.962866,0.9167535989985396
238,10.0,0.93,0.68,0.86,0.58,0.04,0.68,9,1,9,0,0,0,0,0,0,0,0,1,1,0,0,4,2,1,20.0,0.0,194.574534,0.8561953889883146
239,10.0,0.08,0.47,0.66,0.4,0.32,0.65,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,7.0,0.0,212.033008,0.91135596585269
240,10.0,0.76,0.48,0.6,0.39,0.76,0.75,7,1,7,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0.0,0.0,172.216003,0.8792667509481669
241,10.0,0.66,0.06,0.31,0.12,0.38,0.1,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,55.0,0.0,140.011392,0.8952827366111499
242,10.0,0.29,0.67,0.88,0.03,0.5,0.05,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,130.585794,0.8870246085011185
243,10.0,0.92,0.44,0.67,0.86,0.54,0.72,11,1,11,0,0,0,0,0,0,0,0,1,1,0,1,7,0,1,29.0,0.0,189.40944,0.8962947629890292
244,10.0,0.08,0.71,0.17,0.32,0.66,0.33,14,3,12,0,0,0,0,0,0,0,0,2,0,1,0,6,3,2,51.0,0.0,193.324219,0.9233900427930278
245,10.0,0.01,0.77,0.6,0.86,0.86,0.92,14,2,12,0,0,0,0,0,0,0,0,3,0,1,1,7,1,1,79.0,0.0,219.583622,0.9315505887048492
246,10.0,0.18,0.08,0.01,0.38,0.01,0.1,13,2,12,0,0,0,0,0,0,0,0,0,1,1,0,7,3,1,16.0,0.0,200.218859,0.9229397781299524
247,10.0,0.77,0.2,0.57,0.6,0.0,0.57,14,2,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,20.0,0.0,206.777978,0.8946707151083656
