,shortages,mismatches,youngblood,FIFO,usability,substitution,today,total_antibodies,max_antibodies_pp,alloimm_patients,antibodies A,antibodies B,antibodies D,antibodies C,antibodies c,antibodies E,antibodies e,antibodies K,antibodies Fya,antibodies Fyb,antibodies Jka,antibodies Jkb,antibodies M,antibodies N,antibodies S,total_shortages,total_outdates,total_alloimm_risk,issuing_age_SCD
248,10.0,0.88,0.03,0.5,0.25,0.01,0.67,6,2,5,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1.0,0.0,173.036278,0.8914938382927562
249,10.0,0.14,0.94,0.98,0.22,0.61,0.41,15,2,12,0,0,0,0,0,0,0,0,0,1,0,2,9,2,1,0.0,0.0,182.608038,0.8703254497675359
250,10.0,0.26,0.76,0.07,0.65,0.36,0.71,15,2,14,0,0,0,0,0,0,0,0,2,1,0,0,11,0,1,6.0,0.0,198.005019,0.9272633212622866
251,10.0,0.47,0.41,0.77,0.52,0.99,0.17,12,2,10,0,0,0,0,0,0,0,0,2,0,0,1,6,1,2,0.0,0.0,176.899341,0.8853535871908037
252,10.0,0.8,0.89,0.24,0.37,0.21,0.37,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,21.0,0.0,173.42248400000005,0.8834445371142619
253,10.0,0.64,0.78,0.69,0.24,0.03,0.59,9,3,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,1.0,0.0,174.429637,0.8816
254,10.0,0.11,0.16,0.41,0.78,0.65,1.0,12,1,12,0,0,0,0,0,0,0,0,1,0,0,2,6,2,1,40.0,0.0,202.516914,0.94748949789958
255,10.0,0.83,0.91,0.59,0.32,0.08,0.55,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.0,0.0,181.617923,0.8717842323651452
256,10.0,0.02,0.35,0.7,0.06,0.48,0.33,15,2,13,0,0,0,0,0,0,0,0,1,0,1,0,9,1,3,67.0,0.0,193.715812,0.8207432841850131
257,10.0,0.69,0.63,0.32,0.57,0.7,0.94,8,1,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0.0,0.0,184.225305,0.8883480377243688
258,10.0,0.17,0.5,0.3,0.83,0.92,0.59,17,2,15,0,0,0,0,0,0,0,0,3,0,1,0,12,0,1,0.0,0.0,204.43366,0.923928498882795
259,10.0,0.41,0.16,0.55,0.65,0.3,0.05,19,1,19,0,0,0,0,0,0,0,0,2,0,0,0,15,2,0,222.0,0.0,169.66288500000002,0.892258064516129
260,10.0,0.21,0.4,0.8,0.06,0.89,0.82,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,73.0,0.0,155.51470899999998,0.8373893805309734
261,10.0,0.02,0.12,0.24,0.6,0.4,0.38,14,2,13,0,0,0,0,0,0,0,0,2,0,4,0,6,2,0,34.0,0.0,219.459237,0.9257060990585346
262,10.0,0.9,0.99,0.44,0.69,0.06,0.32,14,2,13,0,0,0,0,0,0,0,0,3,1,1,1,7,1,0,50.0,0.0,189.515556,0.8824493139463445
263,10.0,0.52,0.42,0.55,0.7,0.81,0.48,12,2,11,0,0,0,0,0,0,0,0,2,0,1,1,8,0,0,2.0,0.0,180.93430400000005,0.8937069813176007
264,10.0,0.4,0.51,0.69,0.64,0.97,0.59,9,1,9,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,19.0,0.0,200.374451,0.906068923452272
265,10.0,0.41,0.4,0.56,0.88,0.79,0.24,17,3,13,0,0,0,0,0,0,0,0,2,1,0,1,11,1,1,13.0,0.0,184.075554,0.882310617740775
266,10.0,0.27,0.11,0.65,0.23,0.06,0.46,12,2,11,0,0,0,0,0,0,0,0,1,1,0,0,7,1,2,16.0,0.0,191.24576299999995,0.8757855048177628
267,10.0,0.85,0.68,0.82,0.08,0.41,0.99,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,69.0,0.0,128.578039,0.8831564568666597
268,10.0,0.89,0.81,0.5,0.15,0.75,0.23,14,2,13,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,26.0,0.0,137.203279,0.8788463491418707
269,10.0,0.62,0.33,0.72,0.21,0.24,0.09,9,2,8,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,72.0,0.0,151.061551,0.8816277438107648
270,10.0,0.22,0.85,0.02,0.58,0.56,0.49,10,1,10,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,22.0,0.0,194.580579,0.9360658952735832
271,10.0,0.86,0.56,0.38,0.25,0.78,0.01,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2887.0,0.0,135.720663,0.8460845070422536
272,10.0,0.64,0.53,0.02,0.78,0.91,0.22,15,2,14,0,0,0,0,0,0,0,0,1,0,1,1,9,0,3,0.0,0.0,173.706648,0.9061431679270692
273,10.0,0.31,0.39,0.36,0.61,0.89,0.23,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,176.0,0.0,186.44333800000004,0.8857202767875865
274,10.0,0.18,0.8,0.46,0.1,0.4,0.96,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,8.0,0.0,176.58500499999997,0.8866248189280541
275,10.0,0.04,0.55,0.32,0.66,0.75,0.81,9,2,8,0,0,0,0,0,0,0,0,1,0,1,0,5,2,0,0.0,0.0,213.378988,0.9431018660140716
276,10.0,0.61,0.18,0.21,0.41,0.24,0.63,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,30.0,0.0,184.126539,0.8863914997956681
277,10.0,0.03,0.29,0.58,0.83,0.98,0.83,18,2,14,0,0,0,0,0,0,0,0,4,0,1,0,10,1,2,1.0,0.0,221.340452,0.937326905323623
278,10.0,0.65,0.51,0.78,0.81,0.31,0.87,11,1,11,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0.0,0.0,194.268331,0.91765924391507
279,10.0,0.07,0.55,0.88,0.61,0.96,0.39,11,1,11,0,0,0,0,0,0,0,0,2,0,2,0,4,2,1,20.0,0.0,213.510619,0.9243817698753322
280,10.0,0.97,0.34,0.36,0.96,0.84,0.01,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4511.0,0.0,141.238745,0.852969546644619
281,10.0,0.45,0.35,0.14,0.52,0.28,0.11,8,1,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,10.0,0.0,176.451972,0.8932826622843056
282,10.0,0.03,1.0,0.05,0.14,0.67,0.84,17,2,15,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,96.0,0.0,206.401862,0.939812932086214
283,10.0,0.57,0.88,0.39,0.69,0.9,0.77,22,2,19,0,0,0,0,0,0,0,0,2,4,2,0,11,1,2,17.0,0.0,185.492021,0.9090818163632728
284,10.0,0.24,0.8,0.14,0.17,0.63,0.27,7,2,6,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,14.0,0.0,166.84392,0.8818297331639136
285,10.0,0.34,0.98,0.21,0.01,0.3,0.94,10,2,9,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,61.0,0.0,109.89214,0.9434366082348146
286,10.0,0.65,0.17,0.43,0.07,0.93,0.82,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,20.0,0.0,130.276808,0.858291956305859
287,10.0,0.22,0.15,0.17,0.54,0.45,0.44,17,2,16,0,0,0,0,0,0,0,0,0,0,1,0,12,2,2,34.0,0.0,195.058003,0.9207012536948324
288,10.0,0.33,0.11,0.83,0.46,0.19,0.28,17,2,14,0,0,0,0,0,0,0,0,0,0,2,1,10,2,2,2.0,0.0,195.927421,0.8921803311390385
289,10.0,0.26,0.1,0.45,0.88,0.14,0.83,13,2,12,0,0,0,0,0,0,0,0,2,0,2,0,9,0,0,85.0,0.0,198.694963,0.901060791513668
290,10.0,0.21,0.48,0.52,0.1,0.03,0.62,11,1,11,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,32.0,0.0,181.428787,0.8815244407622204
291,10.0,0.6,0.96,0.75,0.45,0.98,0.19,7,2,5,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,12.0,0.0,171.516185,0.8759307707788287
292,10.0,0.16,0.93,0.34,0.63,0.77,0.5,10,2,9,0,0,0,0,0,0,0,0,0,1,0,0,6,2,1,2.0,0.0,202.932853,0.9300720906282184
293,10.0,0.74,0.02,0.54,0.51,0.17,0.8,12,1,12,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,23.0,0.0,191.555223,0.8786097882257574
294,10.0,0.49,0.17,0.29,0.74,0.11,0.06,15,2,13,0,0,0,0,0,0,0,0,4,1,0,0,10,0,0,204.0,0.0,184.354229,0.868635545675876
295,10.0,0.62,0.06,0.62,0.76,0.47,0.81,12,3,10,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,17.0,0.0,189.48535,0.9024692633536522
296,10.0,0.61,0.66,0.96,0.2,0.43,0.71,13,1,13,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,67.0,0.0,159.889255,0.8261336982017201
297,10.0,0.94,0.83,0.2,0.53,0.77,0.54,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0.0,0.0,170.41431099999997,0.8904536766924857
298,10.0,0.81,0.31,0.95,0.69,0.12,0.92,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,94.0,0.0,196.471814,0.8974411254969925
299,10.0,0.87,0.64,0.13,0.37,0.81,0.41,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,18.0,0.0,158.977701,0.8668705402650356
300,10.0,0.37,0.72,0.99,0.81,0.59,0.57,16,2,15,0,0,0,0,0,0,0,0,4,0,0,1,9,1,1,18.0,0.0,194.843046,0.915079365079365
301,10.0,0.11,0.53,0.15,0.64,0.07,0.36,10,2,9,0,0,0,0,0,0,0,0,3,0,0,0,5,1,1,1.0,0.0,201.231739,0.912156704361874
302,10.0,0.62,0.53,0.46,0.9,0.96,0.2,16,2,14,0,0,0,0,0,0,0,0,2,0,1,0,10,1,2,53.0,0.0,178.169526,0.8974872359595555
303,10.0,0.77,0.66,0.99,0.69,0.71,0.99,8,2,7,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0.0,0.0,193.827017,0.9080495356037152
304,10.0,0.12,0.75,0.16,0.79,0.04,0.51,9,1,9,0,0,0,0,0,0,0,0,2,0,1,0,5,0,1,9.0,0.0,199.550147,0.9207750050720228
305,10.0,0.72,0.2,0.26,0.94,0.45,0.74,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,16.0,0.0,187.966225,0.907812339595524
306,10.0,0.73,0.84,0.93,0.72,0.93,0.47,15,2,13,0,0,0,0,0,0,0,0,0,0,0,1,8,3,3,147.0,0.0,182.685911,0.886051282051282
307,10.0,0.91,0.37,0.28,0.62,0.26,0.06,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,6.0,0.0,169.51297200000002,0.8961467133731712
308,10.0,0.29,0.34,0.29,0.56,0.94,0.84,12,2,11,0,0,0,0,0,0,0,0,1,1,1,0,9,0,0,0.0,0.0,201.09725,0.9107267123968584
309,10.0,0.79,0.4,0.39,0.87,0.67,0.46,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2.0,0.0,183.065415,0.897381025170692
310,10.0,0.11,0.74,0.2,0.92,0.74,0.06,10,2,8,0,0,0,0,0,0,0,0,1,1,0,1,6,0,1,584.0,0.0,197.73065,0.9073180745150364
311,10.0,0.25,0.79,0.63,0.89,0.63,0.2,17,1,17,0,0,0,0,0,0,0,0,1,0,0,0,12,3,1,56.0,0.0,185.833309,0.9047469677959012
312,10.0,0.36,0.48,0.3,0.89,0.47,0.56,13,2,11,0,0,0,0,0,0,0,0,0,1,2,1,6,1,2,27.0,0.0,196.881994,0.903913491246138
313,10.0,0.17,0.57,0.42,0.02,0.69,0.66,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,7.0,0.0,139.950986,0.8597426100945104
314,10.0,0.3,0.69,0.5,0.49,0.07,0.8,15,2,13,0,0,0,0,0,0,0,0,1,0,1,2,8,1,2,51.0,0.0,199.144114,0.9034000635525896
315,10.0,0.75,0.05,0.71,0.5,0.07,0.13,5,1,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,99.0,0.0,171.395286,0.884402932610224
316,10.0,0.73,0.72,0.14,0.54,0.18,0.94,10,2,9,0,0,0,0,0,0,0,0,2,1,0,0,6,0,1,0.0,0.0,195.453535,0.9035522511358942
317,10.0,0.12,0.45,0.83,0.99,0.29,0.9,17,2,14,0,0,0,0,0,0,0,0,2,1,1,0,10,3,0,23.0,0.0,210.855252,0.9413372582001682
318,10.0,0.58,0.45,0.18,0.6,0.78,0.39,15,1,15,0,0,0,0,0,0,0,0,1,0,0,1,10,2,1,19.0,0.0,182.708611,0.8779347494664091
319,10.0,0.56,0.85,0.72,0.31,0.33,0.56,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,28.0,0.0,175.71846200000005,0.870407751312071
320,10.0,0.9,0.76,0.16,0.14,0.63,0.49,11,2,9,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,46.0,0.0,137.267076,0.8741379310344828
321,10.0,0.72,0.34,0.43,0.28,0.05,0.23,13,2,11,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,25.0,0.0,172.629359,0.8862573693840211
322,10.0,0.96,0.66,0.62,0.05,0.44,0.3,12,2,11,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,1.0,0.0,114.837389,0.9286781977364936
323,10.0,0.25,0.36,0.67,0.13,0.13,0.08,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,15.0,0.0,152.43820499999998,0.8902083123679179
324,10.0,0.68,0.59,0.86,0.13,0.34,0.76,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0.0,0.0,154.949794,0.8944507128936301
325,10.0,0.46,0.57,0.24,0.23,0.51,0.89,8,2,7,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,81.0,0.0,182.038479,0.8910594315245478
326,10.0,0.26,0.26,0.41,0.08,0.8,0.01,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5.0,0.0,145.02875699999998,0.8831472081218275
327,10.0,0.98,0.05,0.01,0.39,0.32,0.05,13,2,12,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,29.0,0.0,151.892655,0.9210689869484152
328,10.0,0.64,0.06,0.02,0.85,0.56,0.5,14,2,11,0,0,0,0,0,0,0,0,3,1,1,0,7,1,1,5.0,2.0,187.242084,0.9250583105161748
329,10.0,0.24,0.52,0.57,0.98,0.2,0.68,16,1,16,0,0,0,0,0,0,0,0,3,0,2,0,9,0,2,29.0,0.0,210.340369,0.9078322784810128
330,10.0,0.76,0.54,0.56,0.86,0.81,0.26,7,1,7,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,49.0,0.0,179.675324,0.8881687242798354
331,10.0,0.41,0.02,0.88,0.75,0.99,0.99,17,2,16,0,0,0,0,0,0,0,0,1,2,2,0,8,3,1,8.0,0.0,196.76527400000003,0.9087914350422072
332,10.0,0.32,0.07,0.24,0.22,0.51,0.73,20,1,20,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,18.0,0.0,181.515997,0.9048382249824702
333,10.0,0.15,0.55,0.48,0.29,0.79,0.37,16,1,16,0,0,0,0,0,0,0,0,2,0,0,0,8,6,0,23.0,0.0,180.600526,0.9058667211774324
334,10.0,0.09,0.64,0.47,0.11,0.53,0.14,9,1,9,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,23.0,0.0,165.050446,0.8554167519967233
335,10.0,0.85,0.0,0.74,0.56,0.55,0.34,14,1,14,0,0,0,0,0,0,0,0,1,1,0,0,10,2,0,31.0,0.0,172.123598,0.8733186107207388
336,10.0,0.81,0.99,0.22,0.28,0.27,0.57,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23.0,0.0,163.372334,0.8784452296819788
337,10.0,0.06,0.51,0.44,0.61,0.59,0.31,13,2,12,0,0,0,0,0,0,0,0,2,0,3,0,6,2,0,0.0,0.0,209.8684,0.947895588830433
338,10.0,0.8,0.81,0.48,0.81,0.85,0.59,12,3,10,0,0,0,0,0,0,0,0,2,0,1,0,7,2,0,49.0,0.0,182.75058,0.9134434662182214
339,10.0,0.68,0.57,0.7,0.99,0.1,0.6,20,3,15,0,0,0,0,0,0,0,0,3,1,2,0,11,2,1,57.0,0.0,197.677597,0.8812038014783526
340,10.0,0.4,0.72,0.37,0.58,0.76,0.79,11,1,11,0,0,0,0,0,0,0,0,0,2,0,1,7,1,0,37.0,0.0,188.355043,0.9008963641857186
341,10.0,0.63,0.03,0.66,0.77,0.95,0.6,10,2,9,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,6.0,0.0,184.72114,0.9180750206100576
342,10.0,0.14,0.96,0.19,0.34,0.62,0.65,12,2,11,0,0,0,0,0,0,0,0,1,0,1,0,8,2,0,0.0,0.0,186.213654,0.8905577250425554
343,10.0,0.84,0.15,0.27,0.49,0.26,0.38,11,2,10,0,0,0,0,0,0,0,0,1,0,0,2,4,3,1,30.0,0.0,168.957052,0.8792340162668588
344,10.0,0.07,0.75,0.04,0.28,0.9,0.28,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0.0,0.0,193.738151,0.907467362924282
345,10.0,0.41,0.75,0.79,0.42,0.06,0.68,12,2,9,0,0,0,0,0,0,0,0,1,0,3,0,5,1,2,62.0,0.0,200.987684,0.8869855859619804
346,10.0,0.3,0.73,0.55,0.98,0.11,0.7,13,2,12,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,56.0,0.0,198.855629,0.8945511157239232
347,10.0,0.83,0.13,0.91,0.47,0.36,0.62,9,1,9,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,64.0,0.0,175.301192,0.8761704366123093
348,10.0,0.5,0.32,0.33,0.87,0.46,0.69,18,2,17,0,0,0,0,0,0,0,0,1,0,0,0,14,1,2,3.0,0.0,194.485216,0.8951669157947185
349,10.0,0.15,0.97,0.71,0.16,1.0,0.24,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0.0,0.0,169.15747700000003,0.8607801201751706
350,10.0,0.02,0.24,0.75,0.46,0.54,0.73,15,2,13,0,0,0,0,0,0,0,0,1,1,1,0,10,0,2,21.0,0.0,227.886442,0.9393024162120032
351,10.0,0.55,0.45,0.08,0.34,0.23,0.8,9,1,9,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,4.0,0.0,184.422001,0.9063072227873856
352,10.0,0.43,0.89,0.92,0.2,0.08,0.78,10,2,9,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,125.0,0.0,180.206105,0.8518935516888434
353,10.0,0.37,0.22,0.44,0.24,0.94,0.27,14,2,12,0,0,0,0,0,0,0,0,0,1,0,0,10,1,2,83.0,0.0,162.248531,0.890196895509949
354,10.0,0.47,0.62,0.87,0.42,0.6,0.48,9,1,9,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,21.0,0.0,177.08512799999997,0.8977754785307812
355,10.0,0.38,0.7,0.22,0.12,0.23,0.48,14,2,12,0,0,0,0,0,0,0,0,1,1,0,1,7,1,3,50.0,0.0,159.287159,0.8967656631407649
356,10.0,0.49,0.61,0.87,0.2,0.32,0.13,14,1,14,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1.0,0.0,153.36434799999998,0.8701093815734119
357,10.0,0.39,0.15,0.06,0.62,0.52,0.03,19,2,17,0,0,0,0,0,0,0,0,0,1,0,0,14,2,2,736.0,0.0,160.81515499999998,0.9007436480066102
358,10.0,0.34,0.84,0.61,0.1,0.41,0.36,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6.0,0.0,154.277491,0.8600926672038679
359,10.0,0.25,0.85,0.03,0.87,0.98,0.0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31837.0,0.0,96.44689,0.7780112044817927
360,10.0,0.02,0.55,0.49,0.17,0.44,0.42,7,2,5,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,6.0,0.0,201.663473,0.923923006416132
361,10.0,0.14,0.54,0.64,0.26,0.36,0.19,9,1,9,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0.0,0.0,185.566608,0.8748072772124575
362,10.0,0.35,0.75,0.09,0.18,0.11,0.07,17,2,16,0,0,0,0,0,0,0,0,0,1,0,0,11,4,1,12.0,0.0,155.02844299999995,0.8893751272135152
363,10.0,0.67,0.28,0.68,0.48,0.31,0.6,9,2,8,0,0,0,0,0,0,0,0,2,0,0,0,4,2,1,0.0,0.0,184.704612,0.9060553456550596
364,10.0,0.57,0.43,0.33,0.62,0.75,0.74,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,3.0,0.0,190.669492,0.8896314297286351
365,10.0,0.28,0.32,0.72,0.15,0.46,0.4,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,5.0,0.0,163.54288599999998,0.8386484054783565
366,10.0,0.89,0.39,0.35,0.63,0.15,0.34,16,2,14,0,0,0,0,0,0,0,0,2,0,0,0,11,0,3,47.0,0.0,177.767089,0.8881249386111384
367,10.0,0.76,0.94,0.62,0.7,0.15,0.69,13,2,12,0,0,0,0,0,0,0,0,2,1,0,0,10,0,0,7.0,0.0,190.248021,0.8894101207705359
368,10.0,0.48,0.77,0.14,0.98,0.09,0.19,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,50.0,0.0,186.081898,0.9037346087310472
369,10.0,0.55,0.97,0.12,0.24,0.01,0.49,15,2,14,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,22.0,0.0,182.826485,0.8935387673956262
370,10.0,0.62,0.65,0.94,0.96,0.29,0.05,14,2,12,0,0,0,0,0,0,0,0,4,0,1,0,8,1,0,511.0,0.0,173.91367300000002,0.8856181665264928
371,10.0,0.08,0.33,0.07,0.72,0.83,0.75,16,2,14,0,0,0,0,0,0,0,0,0,1,1,0,12,1,1,44.0,0.0,200.216834,0.9297752808988764
372,10.0,0.03,0.71,0.11,0.07,0.82,0.2,9,2,8,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0.0,0.0,188.109453,0.8808991049633849
373,10.0,0.99,0.24,0.11,0.27,0.56,0.93,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,164.68774,0.8809021922428331
